# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2812
# Selected columns: 25 (all)
# Timestamp: Fri, 07-Dec-2018 21:36:37
Gene ID	Gene Name	3-fold embryo Ce, hermaphrodite, organism	4-cell embryo Ce, hermaphrodite, organism	L1 larva Ce, hermaphrodite, NSM	L1 larva Ce, hermaphrodite, neuron	L1 larva Ce, hermaphrodite, organism	L2 larva Ce, hermaphrodite, motor neuron	L2 larva Ce, hermaphrodite, organism	L2d-dauer molt Ce, hermaphrodite, organism	L3 larva Ce, hermaphrodite, organism	L4 larva Ce, hermaphrodite, organism	L4 larva Ce, male, organism	adult Ce, hermaphrodite, gonad	adult Ce, hermaphrodite, organism	dauer larva Ce, hermaphrodite, organism	elongating embryo Ce, hermaphrodite, organism	embryo Ce, hermaphrodite, somatic cell	embryo Ce, male, organism	enclosing embryo Ce, hermaphrodite, organism	fully-elongated embryo Ce, hermaphrodite, organism	fully-elongated embryo Ce, hermaphrodite, pharyngeal muscle cell	gastrulating embryo Ce, hermaphrodite, organism	late cleavage stage embryo Ce, hermaphrodite, organism	newly molted young adult hermaphrodite Ce, hermaphrodite, organism	post dauer stage Ce, hermaphrodite, organism	proliferating embryo Ce, hermaphrodite, organism
WBGene00000145	apc-11	52.0	43.0	8.0	18.0	14.0	26.0	21.0	31.0	17.0	11.0	21.0	148.0	59.0	22.0	100.0	36.0	129.0	180.0	45.0	30.0	275.0	99.0	40.0	30.0	146.0
WBGene00000146	ape-1	189.0	77.0	19.0	34.0	51.0	17.0	68.0	49.0	32.0	15.0	25.0	104.0	96.0	36.0	126.0	149.0	149.0	13.0	156.0	132.0	59.0	113.0	40.0	42.0	99.0
WBGene00000147	aph-1	40.0	15.0	23.0	27.0	28.0	19.0	12.0	12.0	14.0	5.0	5.0	32.0	32.0	13.0	75.0	57.0	54.0	50.0	34.0	41.0	53.0	81.0	21.0	17.0	50.0
WBGene00000148	aph-2	36.0	11.0	0.4	2.0	3.0	7.0	19.0	17.0	17.0	3.0	5.0	29.0	17.0	17.0	67.0	14.0	31.0	20.0	26.0	21.0	42.0	72.0	19.0	19.0	32.0
WBGene00000149	apl-1	821.0	3.0	527.0	457.0	1078.0	678.0	301.0	373.0	241.0	57.0	173.0	9.0	151.0	241.0	698.0	313.0	459.0	26.0	883.0	652.0	46.0	599.0	63.0	262.0	202.0
WBGene00000150	apm-1	178.0	2.0	5.0	19.0	257.0	13.0	68.0	35.0	71.0	19.0	31.0	4.0	10.0	42.0	139.0	100.0	38.0	18.0	146.0	103.0	15.0	70.0	20.0	48.0	11.0
WBGene00000151	apn-1	15.0	14.0		3.0	9.0	2.0	8.0	16.0	16.0	6.0	10.0	21.0	26.0	18.0	34.0	3.0	28.0	8.0	13.0	10.0	27.0	26.0	34.0	17.0	21.0
WBGene00000155	app-1	27.0	84.0	0.1	3.0	9.0	9.0	75.0	36.0	107.0	29.0	33.0	123.0	134.0	30.0	19.0	9.0	48.0	7.0	29.0	5.0	18.0	13.0	80.0	54.0	83.0
WBGene00000156	apr-1	70.0	29.0	2.0	14.0	20.0	19.0	23.0	16.0	21.0	6.0	6.0	96.0	58.0	16.0	117.0	30.0	84.0	8.0	53.0	80.0	37.0	115.0	30.0	14.0	51.0
WBGene00000157	aps-2	197.0	23.0	82.0	51.0	38.0	109.0	54.0	46.0	58.0	31.0	57.0	21.0	52.0	19.0	265.0	71.0	199.0	130.0	142.0	133.0	139.0	209.0	38.0	22.0	109.0
WBGene00000158	apg-1	128.0	13.0	64.0	36.0	47.0	62.0	61.0	34.0	51.0	13.0	17.0	57.0	46.0	32.0	113.0	126.0	58.0	12.0	101.0	76.0	27.0	96.0	34.0	36.0	40.0
WBGene00000159	aps-1	113.0	15.0	33.0	39.0	39.0	81.0	59.0	63.0	63.0	34.0	71.0	79.0	58.0	34.0	186.0	68.0	160.0	182.0	73.0	67.0	186.0	187.0	59.0	48.0	60.0
WBGene00000160	apb-1	186.0	11.0	120.0	79.0	122.0	188.0	73.0	32.0	53.0	11.0	18.0	58.0	46.0	28.0	151.0	155.0	90.0	14.0	160.0	96.0	43.0	149.0	32.0	33.0	61.0
WBGene00000161	apa-2	158.0	11.0	182.0	69.0	48.0	181.0	60.0	30.0	42.0	8.0	18.0	18.0	32.0	26.0	136.0	80.0	84.0	12.0	147.0	90.0	42.0	121.0	12.0	31.0	74.0
WBGene00000162	apd-3	46.0	13.0	7.0	17.0	13.0	22.0	18.0	11.0	13.0	4.0	3.0	26.0	26.0	9.0	35.0	26.0	40.0	1.0	35.0	22.0	13.0	26.0	13.0	11.0	25.0
WBGene00000163	apb-3	81.0	24.0	6.0	22.0	30.0	25.0	34.0	25.0	26.0	7.0	12.0	34.0	48.0	30.0	87.0	28.0	67.0	6.0	78.0	48.0	37.0	84.0	30.0	32.0	39.0
WBGene00000164	apm-3	92.0	7.0	27.0	14.0	27.0	62.0	24.0	16.0	20.0	5.0	7.0	8.0	13.0	13.0	112.0	56.0	41.0	43.0	56.0	48.0	66.0	90.0	10.0	16.0	52.0
WBGene00000165	aps-3	46.0	52.0	6.0	3.0	3.0	13.0	21.0	20.0	21.0	16.0	159.0	85.0	40.0	14.0	70.0	15.0	76.0	791.0	45.0	32.0	166.0	62.0	34.0	19.0	138.0
WBGene00000166	apt-9	7.0		8.0	23.0	18.0	34.0	5.0	7.0	2.0	0.7	2.0		0.3	5.0	1.0	0.8	1.0	0.1	9.0	3.0	0.1	0.4	0.8	6.0	0.1
WBGene00000168	apx-1	14.0	42.0	0.3	1.0	1.0	0.8	4.0	4.0	3.0	3.0	13.0	13.0	63.0	3.0	6.0	41.0	21.0	2.0	11.0	1.0	6.0	6.0	16.0	3.0	46.0
WBGene00000169	aqp-1	6.0	0.5	0.2	4.0	25.0	0.2	54.0	10.0	58.0	16.0	14.0	0.7	28.0	4.0	2.0		3.0	0.4	15.0	0.2		0.6	34.0	19.0	0.1
WBGene00000170	aqp-2	4854.0	1.0	81.0	437.0	1591.0	251.0	295.0	673.0	114.0	28.0	38.0	0.1	40.0	400.0	3845.0	2618.0	1671.0	233.0	1968.0	670.0	227.0	3672.0	20.0	173.0	676.0
WBGene00000171	aqp-3							0.1	16.0	0.1	0.2	6.0		1.0	8.0									1.0	9.0	
WBGene00000172	aqp-4	144.0	0.4	2.0	4.0	11.0	1.0	48.0	15.0	64.0	19.0	27.0	0.5	10.0	5.0	30.0	0.7	25.0		117.0	8.0		5.0	17.0	34.0	3.0
WBGene00000173	aqp-5	2.0		2.0	4.0	2.0		1.0	0.5	0.6	0.3	5.0		0.1	0.6			1.0	0.1	6.0	4.0			0.2	0.3	0.1
WBGene00000174	aqp-6	1.0			3.0	6.0		2.0	23.0	0.6	0.7	10.0	0.4	0.6	15.0	2.0	2.0	3.0	1.0	5.0	0.8	3.0	3.0	0.9	12.0	0.9
WBGene00000175	aqp-7	141.0	2.0	42.0	184.0	183.0	266.0	184.0	29.0	269.0	50.0	130.0	27.0	85.0	8.0	58.0	15.0	31.0	1.0	91.0	22.0	3.0	16.0	115.0	44.0	7.0
WBGene00000176	aqp-8	13.0	0.4	0.3	0.5	14.0	26.0	47.0	9.0	120.0	7.0	50.0	1.0	56.0	1.0	0.8	4.0	4.0	0.2	21.0	0.3	0.3	1.0	69.0	12.0	0.7
WBGene00000177	aqp-9	2.0			0.7	6.0	2.0	9.0	13.0	14.0	4.0	10.0	0.4	2.0	8.0	0.9	0.8	1.0	0.8	6.0	0.2	1.0	0.5	5.0	13.0	0.7
WBGene00000178	aqp-10	152.0	6.0	2.0	10.0	40.0	12.0	87.0	33.0	127.0	38.0	41.0	8.0	29.0	19.0	244.0	60.0	124.0	264.0	119.0	77.0	243.0	288.0	42.0	34.0	57.0
WBGene00000179	aqp-11	92.0	4.0	2.0	2.0	6.0	4.0	51.0	33.0	83.0	38.0	35.0	9.0	33.0	21.0	120.0	42.0	42.0	51.0	61.0	18.0	57.0	106.0	52.0	44.0	30.0
WBGene00000180	arc-1	33.0	4.0	8.0	11.0	14.0	11.0	18.0	24.0	15.0	5.0		2.0	6.0	13.0	36.0	24.0	15.0	8.0	28.0	23.0	12.0	30.0	7.0	19.0	7.0
WBGene00000181	ard-1	78.0	53.0	27.0	21.0	30.0	22.0	168.0	88.0	173.0	106.0	63.0	97.0	122.0	79.0	100.0	47.0	129.0	509.0	69.0	96.0	272.0	111.0	157.0	111.0	209.0
WBGene00000182	arf-1.2	991.0	98.0	296.0	198.0	277.0	294.0	414.0	241.0	427.0	108.0	162.0	82.0	235.0	160.0	870.0	783.0	652.0	269.0	858.0	625.0	582.0	1271.0	148.0	255.0	695.0
WBGene00000183	arf-3	1475.0	185.0	228.0	213.0	330.0	280.0	531.0	319.0	604.0	192.0	275.0	229.0	421.0	276.0	1198.0	563.0	770.0	777.0	980.0	469.0	831.0	1255.0	297.0	334.0	1025.0
WBGene00000184	arf-6	103.0	7.0	49.0	32.0	26.0	61.0	17.0	17.0	36.0	14.0	15.0	22.0	31.0	20.0	87.0	115.0	50.0	34.0	67.0	67.0	50.0	76.0	24.0	17.0	50.0
WBGene00000185	arg-1				0.1	2.0		0.3	0.8	0.2		0.4		0.1	0.1		0.1	0.1	0.2	0.2	0.1	0.2			0.4	0.4
WBGene00000186	ark-1	84.0	9.0	4.0	14.0	21.0	19.0	21.0	18.0	14.0	3.0	5.0	23.0	23.0	14.0	44.0	24.0	27.0	0.8	69.0	40.0	5.0	23.0	10.0	14.0	14.0
WBGene00000187	arl-1	95.0	8.0	6.0	9.0	15.0	10.0	48.0	35.0	51.0	24.0	37.0	35.0	35.0	29.0	105.0	32.0	62.0	62.0	82.0	65.0	73.0	90.0	37.0	35.0	51.0
WBGene00000188	arl-3	41.0		11.0	19.0	22.0	1.0	12.0	12.0	3.0	1.0	22.0	0.3	1.0	9.0	20.0	11.0	10.0	0.2	36.0	14.0	0.9	4.0	0.6	9.0	3.0
WBGene00000189	arl-5	47.0	16.0	2.0	11.0	10.0	18.0	11.0	10.0	13.0	6.0	6.0	44.0	15.0	9.0	66.0	12.0	24.0	46.0	29.0	9.0	64.0	34.0	21.0	11.0	47.0
WBGene00000190	arf-1.1	0.1			4.0	3.0	1.0	0.6	1.0	4.0	3.0	40.0	0.6	1.0	0.7		5.0	0.6	0.3	0.9	8.0	0.1	0.4	2.0	1.0	0.1
WBGene00000191	arl-7	2.0			4.0	3.0	4.0	1.0	1.0	1.0	1.0	45.0	0.1	1.0	2.0	0.3		0.3		5.0	9.0	0.2	0.2	1.0	4.0	0.1
WBGene00000192	arl-8	208.0	119.0	136.0	81.0	87.0	152.0	92.0	81.0	84.0	34.0	42.0	159.0	124.0	59.0	169.0	294.0	147.0	67.0	161.0	162.0	126.0	149.0	101.0	72.0	176.0
WBGene00000193	arl-6	21.0			3.0	3.0		3.0	4.0	0.9	0.2	2.0	0.8	0.4	4.0	28.0	0.9	15.0	8.0	21.0	10.0	10.0	10.0	0.4	4.0	3.0
WBGene00000195	arr-1	67.0	9.0	60.0	32.0	25.0	32.0	21.0	21.0	13.0	4.0	9.0	10.0	20.0	21.0	62.0	50.0	52.0	41.0	58.0	27.0	53.0	53.0	7.0	21.0	53.0
WBGene00000196	aars-1	12.0	2.0	0.6	5.0	5.0	7.0	9.0	8.0	11.0	3.0	3.0	13.0	7.0	9.0	13.0	6.0	5.0	2.0	10.0	8.0	6.0	11.0	10.0	10.0	3.0
WBGene00000197	aars-2	70.0	92.0	24.0	22.0	44.0	43.0	92.0	55.0	99.0	29.0	29.0	133.0	188.0	60.0	53.0	98.0	106.0	13.0	66.0	56.0	67.0	42.0	77.0	92.0	139.0
WBGene00000198	art-1	193.0	52.0	59.0	34.0	68.0	96.0	257.0	86.0	271.0	88.0	91.0	55.0	176.0	84.0	226.0	67.0	131.0	62.0	158.0	123.0	170.0	193.0	148.0	97.0	164.0
WBGene00000199	arx-1	99.0	15.0	67.0	52.0	84.0	86.0	61.0	23.0	43.0	11.0	11.0	51.0	45.0	22.0	84.0	253.0	57.0	22.0	78.0	63.0	34.0	79.0	32.0	26.0	45.0
WBGene00000200	arx-2	124.0	45.0	70.0	48.0	178.0	171.0	85.0	56.0	75.0	19.0	32.0	120.0	75.0	47.0	124.0	154.0	82.0	60.0	106.0	113.0	81.0	120.0	71.0	62.0	80.0
WBGene00000201	arx-3	157.0	36.0	107.0	83.0	112.0	129.0	74.0	43.0	64.0	19.0	16.0	70.0	62.0	53.0	121.0	427.0	80.0	67.0	113.0	115.0	86.0	107.0	48.0	59.0	95.0
WBGene00000202	exos-4.2	10.0	57.0	2.0	6.0	5.0	11.0	10.0	19.0	15.0	9.0	10.0	50.0	58.0	20.0	18.0	16.0	61.0	61.0	10.0	11.0	55.0	24.0	26.0	32.0	61.0
WBGene00000203	arx-5	124.0	35.0	24.0	15.0	11.0	37.0	56.0	42.0	38.0	24.0	20.0	85.0	64.0	28.0	141.0	24.0	86.0	109.0	70.0	99.0	119.0	126.0	39.0	40.0	52.0
WBGene00000204	arx-6	188.0	14.0	71.0	57.0	75.0	107.0	75.0	52.0	87.0	27.0	40.0	83.0	88.0	46.0	215.0	113.0	101.0	333.0	129.0	145.0	179.0	232.0	71.0	62.0	90.0
WBGene00000205	arx-7	94.0	31.0	19.0	23.0	13.0	57.0	34.0	27.0	29.0	24.0	16.0	100.0	56.0	16.0	86.0	27.0	73.0	98.0	56.0	76.0	116.0	72.0	38.0	24.0	85.0
WBGene00000206	asb-1	55.0	115.0	11.0	18.0	10.0	53.0	35.0	44.0	87.0	39.0	66.0	455.0	180.0	52.0	47.0	31.0	106.0	69.0	48.0	33.0	161.0	43.0	176.0	56.0	334.0
WBGene00000207	asb-2	341.0	25.0	159.0	166.0	261.0	165.0	671.0	368.0	588.0	215.0	248.0	48.0	240.0	353.0	232.0	155.0	237.0	352.0	382.0	317.0	303.0	212.0	228.0	374.0	193.0
WBGene00000208	trip-4	21.0	13.0	39.0	23.0	25.0	34.0	23.0	18.0	20.0	12.0	8.0	25.0	40.0	26.0	30.0	139.0	49.0	54.0	14.0	26.0	34.0	34.0	21.0	20.0	42.0
WBGene00000209	asg-1	148.0	136.0	4.0	17.0	11.0	31.0	231.0	159.0	249.0	175.0	154.0	492.0	341.0	88.0	220.0	24.0	314.0	593.0	119.0	129.0	749.0	183.0	247.0	124.0	498.0
WBGene00000210	asg-2	290.0	40.0	28.0	68.0	58.0	64.0	532.0	264.0	552.0	293.0	250.0	49.0	214.0	159.0	244.0	14.0	223.0	175.0	302.0	281.0	243.0	176.0	227.0	194.0	172.0
WBGene00000211	asm-1	2.0	0.2		0.6	9.0	0.2	7.0	4.0	7.0	3.0	7.0	0.9	4.0	4.0	1.0	5.0	9.0	12.0	9.0	2.0	38.0	6.0	4.0	12.0	18.0
WBGene00000212	asm-2	1.0	0.1	0.5	1.0	12.0	0.1	10.0	11.0	11.0	4.0	24.0		7.0	12.0		0.1	0.3	0.2	4.0	0.1	0.1	0.1	10.0	15.0	0.1
WBGene00000213	asm-3		0.9	0.1		3.0	0.4	11.0	3.0	8.0	4.0	21.0		25.0	0.2			0.1	0.1	0.1	1.0		0.1	11.0	0.2	0.1
WBGene00000214	asp-1	187.0	32.0	168.0	301.0	1591.0	257.0	2459.0	282.0	3058.0	1123.0	1839.0	39.0	2878.0	47.0	8.0	12.0	267.0	0.8	623.0	39.0	0.5	2.0	1187.0	284.0	23.0
WBGene00000215	asp-2	75.0	6.0	6.0	21.0	159.0	30.0	449.0	19.0	720.0	177.0	451.0	10.0	333.0	5.0	8.0	2.0	40.0	0.1	124.0	6.0	0.3	2.0	352.0	68.0	3.0
WBGene00000216	asp-3	147.0	11.0	34.0	81.0	429.0	73.0	948.0	101.0	1245.0	316.0	820.0	12.0	932.0	36.0	12.0	2.0	97.0	0.1	240.0	18.0	0.4	2.0	626.0	118.0	8.0
WBGene00000217	asp-4	174.0	4.0	26.0	33.0	168.0	22.0	179.0	222.0	226.0	95.0	214.0	2.0	249.0	231.0	487.0	90.0	148.0	410.0	82.0	106.0	173.0	507.0	105.0	180.0	62.0
WBGene00000218	asp-5	70.0	8.0	42.0	133.0	1891.0	95.0	1106.0	115.0	1121.0	382.0	1073.0	16.0	1509.0	28.0	3.0	9.0	69.0	0.3	213.0	12.0	0.4	0.9	377.0	87.0	4.0
WBGene00000219	asp-6	37.0	14.0	209.0	664.0	4180.0	152.0	1125.0	220.0	1566.0	369.0	942.0	31.0	2035.0	36.0	2.0	2.0	90.0	0.2	253.0	12.0	0.2	0.1	503.0	143.0	6.0
WBGene00000220	atf-2	653.0	0.4	0.1	4.0	4.0	10.0	48.0	12.0	21.0	3.0	5.0		2.0	1.0	478.0	190.0	187.0	7.0	283.0	224.0	10.0	148.0	1.0	0.9	74.0
WBGene00000221	atf-5	338.0	2.0	40.0	47.0	137.0	50.0	185.0	126.0	149.0	48.0	105.0	5.0	53.0	83.0	187.0	111.0	100.0	33.0	259.0	90.0	39.0	131.0	53.0	76.0	31.0
WBGene00000222	atf-6	60.0	4.0	11.0	16.0	71.0	23.0	18.0	16.0	14.0	3.0	5.0	4.0	10.0	25.0	64.0	28.0	31.0	2.0	40.0	26.0	12.0	53.0	5.0	26.0	15.0
WBGene00000223	atf-7	138.0	41.0	116.0	185.0	334.0	118.0	81.0	88.0	82.0	18.0	31.0	70.0	99.0	70.0	179.0	176.0	127.0	39.0	165.0	108.0	73.0	219.0	51.0	93.0	90.0
WBGene00000224	atgp-1	374.0	3.0	149.0	127.0	139.0	118.0	75.0	44.0	49.0	16.0	26.0	4.0	19.0	40.0	293.0	137.0	137.0	8.0	270.0	393.0	10.0	93.0	13.0	48.0	40.0
WBGene00000225	atgp-2	115.0	5.0	30.0	41.0	46.0	24.0	32.0	35.0	29.0	5.0	6.0	4.0	9.0	19.0	39.0	30.0	29.0	1.0	85.0	30.0	4.0	20.0	8.0	23.0	13.0
WBGene00000226	atl-1	10.0	6.0	0.5	4.0	6.0	7.0	10.0	10.0	15.0	3.0	4.0	44.0	14.0	13.0	17.0	9.0	10.0	0.8	10.0	9.0	8.0	13.0	16.0	14.0	7.0
WBGene00000227	atm-1	13.0	10.0	0.3	2.0	6.0	3.0	6.0	4.0	5.0	1.0	1.0	23.0	16.0	4.0	10.0	11.0	19.0	0.5	13.0	3.0	7.0	11.0	8.0	4.0	15.0
WBGene00000228	atn-1	76.0	3.0	8.0	21.0	54.0	35.0	124.0	146.0	153.0	31.0	81.0	3.0	51.0	26.0	50.0	19.0	45.0	3.0	110.0	87.0	10.0	21.0	44.0	25.0	12.0
WBGene00000229	atp-2	958.0	517.0	435.0	535.0	1136.0	620.0	1970.0	869.0	2385.0	478.0	582.0	1337.0	1778.0	940.0	658.0	500.0	883.0	357.0	1039.0	775.0	1052.0	641.0	1169.0	985.0	1950.0
WBGene00000230	atp-3	379.0	135.0	403.0	412.0	425.0	644.0	599.0	342.0	558.0	239.0	215.0	187.0	418.0	388.0	328.0	900.0	393.0	567.0	329.0	274.0	641.0	309.0	353.0	331.0	568.0
WBGene00000231	atx-2	107.0	74.0	39.0	60.0	89.0	63.0	67.0	61.0	90.0	25.0	40.0	50.0	188.0	44.0	120.0	166.0	182.0	14.0	124.0	78.0	49.0	134.0	31.0	45.0	108.0
WBGene00000232	avr-14	19.0	0.4	19.0	18.0	15.0	14.0	12.0	17.0	7.0	2.0	3.0	0.5	1.0	13.0	7.0	3.0	7.0	0.3	26.0	10.0	1.0	4.0	2.0	17.0	1.0
WBGene00000233	avr-15	5.0	0.3	2.0	15.0	44.0	3.0	10.0	50.0	9.0	2.0	11.0	0.4	4.0	41.0	0.1	1.0	3.0	0.3	12.0	4.0	0.3	0.6	5.0	41.0	0.4
WBGene00000235	baf-1	174.0	148.0	28.0	37.0	28.0	142.0	213.0	85.0	181.0	75.0	73.0	376.0	249.0	66.0	385.0	245.0	319.0	957.0	144.0	110.0	950.0	690.0	164.0	114.0	610.0
WBGene00000236	bag-1	41.0	49.0	12.0	23.0	5.0	34.0	35.0	23.0	52.0	28.0	40.0	75.0	77.0	25.0	71.0	71.0	152.0	60.0	35.0	43.0	119.0	83.0	68.0	27.0	96.0
WBGene00000237	bam-2	79.0	1.0	48.0	49.0	53.0	39.0	24.0	24.0	22.0	4.0	8.0	0.4	8.0	15.0	60.0	23.0	31.0	1.0	74.0	76.0	5.0	38.0	5.0	13.0	10.0
WBGene00000238	bar-1	30.0	0.1	0.7	6.0	20.0	23.0	22.0	17.0	17.0	4.0	6.0	1.0	4.0	15.0	25.0	2.0	8.0	0.7	27.0	4.0	0.7	10.0	5.0	21.0	2.0
WBGene00000239	bas-1	12.0	0.4	416.0	10.0	12.0	1.0	20.0	12.0	32.0	10.0	15.0	0.8	9.0	5.0	5.0	1.0	7.0	0.7	20.0	5.0	0.9	5.0	12.0	16.0	1.0
WBGene00000240	pah-1	66.0	0.2	102.0	74.0	163.0	30.0	88.0	58.0	96.0	22.0	83.0	4.0	50.0	49.0	43.0	4.0	34.0	10.0	93.0	6.0	3.0	32.0	54.0	65.0	6.0
WBGene00000241	bbs-1	21.0		0.1	6.0	6.0	0.2	2.0	3.0	0.6	0.2	0.9		0.2	4.0	10.0	9.0	5.0	0.1	14.0	9.0	0.3	3.0	0.1	3.0	2.0
WBGene00000242	bbs-2	20.0			1.0	2.0		2.0	4.0	0.5	0.3	1.0		0.1	3.0	18.0	1.0	4.0	0.3	15.0	6.0	0.3	5.0	0.3	2.0	0.7
WBGene00000244	bbs-8	22.0		1.0	12.0	10.0	0.9	5.0	5.0	2.0	0.4	0.9	0.2	0.4	5.0	6.0	5.0	5.0	0.1	18.0	10.0	0.2	1.0	0.6	5.0	0.9
WBGene00000245	bca-1	12.0	5.0	4.0	11.0	26.0	5.0	44.0	13.0	28.0	12.0	21.0	6.0	15.0	9.0	6.0	5.0	5.0	0.7	10.0	5.0	7.0	5.0	17.0	22.0	7.0
WBGene00000246	bcc-1	0.1	0.2		0.8	4.0	1.0	8.0	21.0	18.0	4.0	48.0	0.3	1.0	15.0	0.5	0.1	0.4	0.1	2.0	0.1		0.5	4.0	15.0	0.1
WBGene00000247	bec-1	46.0	6.0	15.0	28.0	18.0	63.0	24.0	58.0	22.0	15.0	24.0	40.0	33.0	56.0	59.0	59.0	46.0	24.0	37.0	43.0	41.0	51.0	25.0	42.0	32.0
WBGene00000248	ben-1	175.0	12.0	11.0	55.0	27.0	204.0	38.0	7.0	16.0	11.0	43.0	19.0	16.0	6.0	166.0	63.0	78.0	16.0	125.0	60.0	22.0	88.0	18.0	9.0	40.0
WBGene00000249	bir-1	189.0	44.0	189.0	81.0	44.0	128.0	44.0	34.0	31.0	11.0	22.0	165.0	85.0	34.0	237.0	382.0	132.0	486.0	103.0	96.0	434.0	358.0	62.0	49.0	219.0
WBGene00000250	bir-2	13.0	22.0	0.1	4.0	3.0	0.2	4.0	8.0	11.0	2.0	5.0	79.0	59.0	16.0	6.0	4.0	21.0	3.0	8.0	2.0	12.0	4.0	40.0	8.0	32.0
WBGene00000251	bli-1	0.9	0.1	0.1	0.6	0.9	0.1	0.5	0.3	148.0	38.0	35.0	0.2	3.0	0.3	1.0	7.0	0.5		1.0	0.1		2.0	2.0	0.5	0.1
WBGene00000252	bli-2	0.4		2.0		0.2		0.3	0.4	222.0	163.0	101.0	0.6	5.0	0.5	0.3	6.0	1.0	0.3	0.4	0.1	0.7	1.0	5.0	0.2	0.8
WBGene00000253	bli-3	32.0	1.0	0.3	2.0	12.0	2.0	20.0	29.0	18.0	6.0	48.0	0.8	6.0	9.0	24.0	6.0	16.0	0.6	48.0	8.0	3.0	19.0	5.0	7.0	5.0
WBGene00000254	bli-4	62.0	20.0	5.0	7.0	21.0	6.0	37.0	53.0	42.0	17.0	31.0	35.0	48.0	37.0	48.0	28.0	50.0	3.0	71.0	76.0	16.0	31.0	35.0	49.0	41.0
WBGene00000255	bli-5		0.3		0.1	0.1	0.4	5.0	9.0	8.0	7.0	5.0		0.9	1.0		0.8	0.6	0.4	3.0	0.4	0.4	0.3	2.0	0.3	0.3
WBGene00000256	bli-6		0.1	0.1	0.3	0.1	0.1		1.0	208.0	822.0	401.0	3.0	34.0	0.1			0.9	0.5	0.1		0.1		66.0	0.4	0.2
WBGene00000257	bmk-1	14.0	18.0	0.1	4.0	3.0	2.0	12.0	8.0	13.0	8.0	18.0	86.0	52.0	11.0	45.0	17.0	84.0	23.0	11.0	8.0	73.0	52.0	27.0	13.0	71.0
WBGene00000259	bpl-1	8.0	3.0	12.0	14.0	17.0	9.0	9.0	14.0	11.0	4.0	7.0	15.0	10.0	13.0	9.0	4.0	7.0	1.0	10.0	5.0	3.0	9.0	11.0	13.0	3.0
WBGene00000262	bra-1	49.0	7.0	4.0	19.0	12.0	7.0	9.0	10.0	7.0	2.0	8.0	4.0	11.0	8.0	86.0	19.0	83.0	154.0	36.0	50.0	115.0	110.0	5.0	11.0	38.0
WBGene00000263	F23H11.5	501.0	152.0	184.0	258.0	151.0	283.0	857.0	360.0	631.0	434.0	378.0	652.0	713.0	270.0	348.0	224.0	699.0	1498.0	380.0	490.0	1231.0	375.0	383.0	419.0	992.0
WBGene00000264	brc-1	6.0	8.0		2.0	2.0	1.0	6.0	3.0	6.0	3.0	14.0	39.0	21.0	8.0	16.0	9.0	19.0	8.0	6.0	4.0	25.0	21.0	17.0	6.0	24.0
WBGene00000265	brd-1	9.0	11.0		3.0	1.0	0.9	6.0	4.0	9.0	3.0	3.0	32.0	25.0	7.0	22.0	18.0	31.0	16.0	7.0	6.0	28.0	29.0	16.0	6.0	35.0
WBGene00000266	bre-1	226.0	0.7	6.0	10.0	8.0	7.0	43.0	30.0	53.0	14.0	42.0	0.9	6.0	15.0	99.0	16.0	65.0	8.0	123.0	37.0	16.0	41.0	12.0	22.0	10.0
WBGene00000267	bre-2	13.0	0.2		0.7	10.0	1.0	4.0	9.0	5.0	3.0	12.0	0.1	1.0	10.0	15.0	0.1	4.0	0.7	13.0	2.0	2.0	7.0	3.0	8.0	1.0
WBGene00000268	bre-3	50.0	18.0	9.0	20.0	79.0	21.0	33.0	99.0	39.0	15.0	37.0	42.0	44.0	48.0	34.0	39.0	19.0	1.0	43.0	32.0	9.0	19.0	40.0	49.0	20.0
WBGene00000269	bre-4	13.0	7.0	9.0	7.0	10.0	5.0	12.0	17.0	15.0	5.0	10.0	11.0	18.0	11.0	11.0	11.0	16.0	3.0	17.0	11.0	7.0	9.0	9.0	11.0	11.0
WBGene00000270	bre-5	13.0	12.0	1.0	3.0	5.0	2.0	6.0	9.0	11.0	5.0	5.0	12.0	8.0	11.0	20.0	16.0	11.0	18.0	11.0	4.0	27.0	24.0	16.0	11.0	13.0
WBGene00000271	brf-1	26.0	21.0	6.0	16.0	14.0	22.0	12.0	14.0	14.0	3.0	3.0	62.0	30.0	20.0	44.0	26.0	29.0	4.0	23.0	13.0	20.0	35.0	22.0	22.0	27.0
WBGene00000272	bro-1	89.0				0.5	2.0	9.0	4.0	1.0	0.7	5.0		0.2	6.0	79.0	4.0	25.0	3.0	40.0	5.0	2.0	30.0	0.1	3.0	7.0
WBGene00000273	brp-1	205.0	5.0	452.0	389.0	1945.0	52.0	299.0	1331.0	255.0	71.0	370.0	4.0	591.0	1983.0	19.0	21.0	95.0	1.0	305.0	23.0	3.0	4.0	116.0	1409.0	20.0
WBGene00000274	btf-1	7.0	10.0	0.2	4.0	3.0	4.0	8.0	7.0	12.0	3.0	5.0	28.0	21.0	8.0	11.0	13.0	17.0	0.8	9.0	4.0	6.0	10.0	14.0	7.0	13.0
