# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2596
# Selected columns: 7 (all)
# Timestamp: Fri, 24-Aug-2018 23:13:49
Gene ID	Gene Name	adipose tissue	duodenum	hypothalamus	kidney	liver	lung	muscle tissue
ENSBTAG00000000487	ENSBTAG00000000487					0.8		
ENSBTAG00000000489	WDR54	6.0	0.7	10.0	8.0	2.0	28.0	3.0
ENSBTAG00000000490	RTKN	3.0	0.8	35.0	10.0	2.0	10.0	12.0
ENSBTAG00000000492	ASNSD1	45.0	38.0	31.0	28.0	21.0	41.0	37.0
ENSBTAG00000000494	PDE4D	4.0	39.0	11.0	6.0	0.9	3.0	6.0
ENSBTAG00000000495	HAVCR2	23.0	8.0	18.0	11.0	10.0	13.0	11.0
ENSBTAG00000000496	SLC12A8	0.4	0.1	0.3	0.1	0.5	0.4	3.0
ENSBTAG00000000497	AKR1A1	101.0	11.0	38.0	364.0	115.0	84.0	210.0
ENSBTAG00000000500	PINX1	5.0	2.0	3.0	4.0	3.0	10.0	4.0
ENSBTAG00000000501	KLHL13	4.0	1.0	36.0	18.0	10.0	10.0	4.0
ENSBTAG00000000502	DAZL				0.3	0.1		
ENSBTAG00000000504	GTF2B	47.0	18.0	54.0	33.0	30.0	54.0	26.0
ENSBTAG00000000505	KYAT3	35.0	10.0	13.0	23.0	55.0	13.0	18.0
ENSBTAG00000000507	NR4A1	59.0	61.0	10.0	15.0	0.6	171.0	1.0
ENSBTAG00000000510	ATG101	35.0	31.0	12.0	45.0	10.0	70.0	43.0
ENSBTAG00000000511	CNST	18.0	12.0	13.0	4.0	1.0	9.0	5.0
ENSBTAG00000000512	SNTA1	10.0	164.0	19.0	17.0	0.3	12.0	1.0
ENSBTAG00000000516	OTOR	2.0	2.0	6.0				
ENSBTAG00000000517	ANKRD29	9.0	0.5	20.0	3.0	2.0	24.0	2.0
ENSBTAG00000000518	ENSBTAG00000000518	0.1		7.0	7.0		0.1	
ENSBTAG00000000520	ATP2B3	0.1		15.0	9.0	0.1	0.1	
ENSBTAG00000000521	PLEKHA8	9.0	2.0	6.0	5.0	2.0	2.0	9.0
ENSBTAG00000000522	AHSG	0.1		29.0		4592.0	0.1	0.1
ENSBTAG00000000524	CSTB	244.0	11.0	68.0	188.0	38.0	287.0	98.0
ENSBTAG00000000526	TOPBP1	18.0	10.0	24.0	12.0	13.0	16.0	15.0
ENSBTAG00000000527	ZFAND3	57.0	67.0	26.0	52.0	16.0	82.0	18.0
ENSBTAG00000000528	MANBAL	34.0	10.0	22.0	47.0	22.0	54.0	46.0
ENSBTAG00000000529	BTBD9	20.0	10.0	45.0	13.0	7.0	25.0	16.0
ENSBTAG00000000531	ENSBTAG00000000531				0.8			
ENSBTAG00000000532	EXO5	9.0	2.0	4.0	6.0	4.0	11.0	3.0
ENSBTAG00000000533	ZNF684	0.9	0.5	1.0	1.0	2.0	1.0	0.4
ENSBTAG00000000534	PNOC	0.1	0.1	6.0		0.1	0.6	0.1
ENSBTAG00000000535	PCNX2	0.3		11.0	1.0		0.1	0.1
ENSBTAG00000000536	ZNF395	15.0	5.0	4.0	8.0	2.0	25.0	7.0
ENSBTAG00000000539	LRRC28	61.0	76.0	25.0	36.0	31.0	43.0	37.0
ENSBTAG00000000540	RNF112	0.8	0.1	2.0	3.0	0.2	18.0	0.4
ENSBTAG00000000541	NKX2-1				0.1		51.0	
ENSBTAG00000000542	CFAP36	58.0	21.0	168.0	102.0	50.0	46.0	29.0
ENSBTAG00000000545	PPP4R3B	84.0	29.0	57.0	38.0	19.0	43.0	76.0
ENSBTAG00000000546	TOB1	29.0	160.0	46.0	32.0	53.0	58.0	43.0
ENSBTAG00000000548	KLHDC10	25.0	31.0	35.0	27.0	5.0	20.0	14.0
ENSBTAG00000000550	ATP5D	226.0	402.0	75.0	773.0	139.0	230.0	375.0
ENSBTAG00000000551	SMNDC1	27.0	16.0	19.0	15.0	19.0	25.0	13.0
ENSBTAG00000000552	DISP2			2.0				
ENSBTAG00000000555	ACO1	133.0	13.0	20.0	136.0	69.0	88.0	40.0
ENSBTAG00000000558	NEUROD6			3.0				
ENSBTAG00000000559	PLTP	32.0	3.0	87.0	20.0	10.0	260.0	17.0
ENSBTAG00000000560	ENSBTAG00000000560	1.0	0.2	0.7	0.6	0.7	1.0	1.0
ENSBTAG00000000561	OCLN	10.0	1.0	13.0	23.0	18.0	96.0	33.0
ENSBTAG00000000562	TOMM20	84.0	59.0	183.0	117.0	106.0	66.0	102.0
ENSBTAG00000000563	MYD88	47.0	3.0	12.0	24.0	17.0	77.0	21.0
ENSBTAG00000000564	NSG2	0.2	0.1	141.0			0.1	0.1
ENSBTAG00000000565	RFX7	13.0	4.0	20.0	4.0	8.0	7.0	8.0
ENSBTAG00000000566	CCDC14	5.0	0.5	6.0	2.0	4.0	3.0	1.0
ENSBTAG00000000568	CCDC154				0.6	0.1	0.2	0.2
ENSBTAG00000000569	HES1	14.0	24.0	8.0	33.0	6.0	61.0	16.0
ENSBTAG00000000570	RET	4.0	9.0	5.0	1.0		3.0	2.0
ENSBTAG00000000571	ARHGAP27	8.0	1.0	3.0	28.0	1.0	71.0	11.0
ENSBTAG00000000573	ENSBTAG00000000573	0.1						
ENSBTAG00000000575	TNC	14.0	1.0	16.0	10.0	16.0	49.0	3.0
ENSBTAG00000000576	ADGRG2	1.0	0.1	0.4	0.1	0.2	1.0	
ENSBTAG00000000578	ABHD16A	45.0	12.0	34.0	55.0	24.0	81.0	31.0
ENSBTAG00000000579	NIPBL	25.0	8.0	22.0	10.0	7.0	17.0	16.0
ENSBTAG00000000580	LY6G6F	0.1		0.5			0.8	0.3
ENSBTAG00000000581	DOCK10	16.0	1.0	75.0	2.0	3.0	19.0	5.0
ENSBTAG00000000582	LY6G6E		0.1	12.0	7.0		2.0	9.0
ENSBTAG00000000585	LY6G6C	0.2		0.3			0.3	
ENSBTAG00000000586	ENSBTAG00000000586	15.0	0.4	12.0	5.0	2.0	9.0	3.0
ENSBTAG00000000588	CHODL	8.0	1.0	8.0	2.0	0.2		0.8
ENSBTAG00000000589	CACNG4	0.5	2.0	6.0	0.8	0.3	0.3	
ENSBTAG00000000590	POLE	2.0	0.1	0.4	2.0	1.0	3.0	2.0
ENSBTAG00000000593	ST8SIA1	0.1	0.1	8.0	0.4	0.1	0.7	0.3
ENSBTAG00000000595	FBN3		0.1	1.0				0.1
ENSBTAG00000000597	TMPRSS15			0.1				176.0
ENSBTAG00000000598	CST3	2130.0	198.0	424.0	376.0	104.0	825.0	472.0
ENSBTAG00000000599	CCNI	195.0	89.0	231.0	103.0	107.0	216.0	81.0
ENSBTAG00000000601	COL11A2	0.6	1.0	2.0	2.0	0.2	0.9	3.0
ENSBTAG00000000602	RXRB	21.0	13.0	15.0	25.0	11.0	47.0	13.0
ENSBTAG00000000603	JAM2	65.0	6.0	68.0	6.0	10.0	34.0	5.0
ENSBTAG00000000604	GPNMB	116.0	0.4	1.0	430.0	9.0	32.0	6.0
ENSBTAG00000000605	ATP5J	340.0	367.0	553.0	533.0	223.0	173.0	337.0
ENSBTAG00000000606	SYT10			3.0				
ENSBTAG00000000607	ABCF2	29.0	83.0	28.0	31.0	8.0	43.0	15.0
ENSBTAG00000000608	PRCC	22.0	18.0	15.0	28.0	11.0	33.0	13.0
ENSBTAG00000000609	ENSBTAG00000000609	75.0	14.0	12.0	39.0	56.0	60.0	2.0
ENSBTAG00000000613	ELAVL1	44.0	19.0	28.0	44.0	37.0	66.0	29.0
ENSBTAG00000000616	GPR161	4.0	0.9	5.0	1.0	0.4	5.0	0.8
ENSBTAG00000000620	MCMDC2	0.8		0.6	0.2	0.1	0.6	0.2
ENSBTAG00000000621	CATSPERG	11.0	0.3	13.0	10.0	6.0	16.0	5.0
ENSBTAG00000000622	RPS17	2049.0	729.0	577.0	1672.0	959.0	1278.0	3291.0
ENSBTAG00000000623	ENSBTAG00000000623	7.0	0.4	12.0	1.0	0.2	2.0	0.2
ENSBTAG00000000625	SMAD6	2.0	0.7	0.5	13.0	1.0	161.0	2.0
ENSBTAG00000000626	STK32A	0.5		3.0	2.0		5.0	0.5
ENSBTAG00000000628	ENSBTAG00000000628	0.8		0.7	0.1	0.2	0.4	0.1
ENSBTAG00000000629	MMS22L	2.0	0.4	1.0	0.6	0.4	0.8	2.0
ENSBTAG00000000630	LSM14A	78.0	33.0	63.0	62.0	36.0	114.0	36.0
ENSBTAG00000000632	RAD54B	5.0	0.1	8.0	2.0	5.0	4.0	2.0
ENSBTAG00000000634	MLPH	0.2		0.1	6.0	0.3	21.0	6.0
ENSBTAG00000000638	CDT1	3.0	0.2	0.2	0.6	0.3	5.0	6.0
ENSBTAG00000000639	APRT	55.0	20.0	17.0	120.0	87.0	148.0	94.0
ENSBTAG00000000640	SELENOS	51.0	18.0	38.0	68.0	90.0	74.0	67.0
ENSBTAG00000000641	SKAP1	36.0	4.0	3.0	2.0	3.0	16.0	11.0
ENSBTAG00000000642	INTS1	20.0	19.0	10.0	28.0	4.0	62.0	14.0
ENSBTAG00000000644	S100A5	36.0	0.1		0.8		0.8	30.0
ENSBTAG00000000646	ANAPC4	30.0	6.0	23.0	11.0	16.0	22.0	13.0
ENSBTAG00000000647	SELENOO	19.0	46.0	6.0	63.0	11.0	50.0	17.0
ENSBTAG00000000648	ADAMTS5	15.0	0.9	0.8	1.0	0.4	0.8	0.4
ENSBTAG00000000650	TUBGCP6	9.0	5.0	4.0	14.0	4.0	29.0	4.0
ENSBTAG00000000653	PPP1R16B	19.0	2.0	61.0	94.0	4.0	33.0	6.0
ENSBTAG00000000654	ARMC4	0.5	0.1	1.0		2.0	3.0	
ENSBTAG00000000655	ENSBTAG00000000655	3.0	0.6	7.0	4.0	2.0	3.0	2.0
ENSBTAG00000000656	NFATC1	9.0	13.0	1.0	2.0	0.5	15.0	1.0
ENSBTAG00000000658	WDR97	2.0	0.4	0.9	6.0	5.0	11.0	0.3
ENSBTAG00000000660	FAM83D	2.0	0.1	5.0	1.0	0.3	4.0	3.0
ENSBTAG00000000662	TCF20	11.0	4.0	7.0	8.0	1.0	24.0	8.0
ENSBTAG00000000664	SLC22A15	0.7		4.0	5.0	2.0	0.5	2.0
ENSBTAG00000000665	HCRT	0.2		0.6	0.2		1.0	
ENSBTAG00000000666	GHDC	20.0	7.0	10.0	20.0	17.0	31.0	8.0
ENSBTAG00000000667	APOL3	10.0	1.0		0.1	2.0	2.0	79.0
ENSBTAG00000000668	SLC22A5	4.0	5.0	16.0	44.0	4.0	10.0	16.0
ENSBTAG00000000670	RRP9	7.0	5.0	3.0	15.0	6.0	16.0	6.0
ENSBTAG00000000671	PARP3	11.0	1.0	2.0	4.0	5.0	28.0	1.0
ENSBTAG00000000672	FAM105A	35.0	3.0	14.0	9.0	3.0	152.0	14.0
ENSBTAG00000000675	PGS1	22.0	3.0	14.0	13.0	5.0	71.0	5.0
ENSBTAG00000000676	DOPEY1	11.0	4.0	17.0	5.0	4.0	7.0	9.0
ENSBTAG00000000678	CSDE1	404.0	1068.0	267.0	176.0	109.0	265.0	179.0
ENSBTAG00000000679	PGM3	37.0	3.0	35.0	8.0	7.0	13.0	15.0
ENSBTAG00000000682	ENSBTAG00000000682	13.0	2.0	13.0	3.0	2.0	3.0	7.0
ENSBTAG00000000683	WDR37	19.0	12.0	18.0	18.0	6.0	46.0	7.0
ENSBTAG00000000684	ARHGEF10L	25.0	69.0	12.0	24.0	8.0	31.0	0.9
ENSBTAG00000000686	NANP	8.0	0.9	3.0	5.0	4.0	8.0	10.0
ENSBTAG00000000687	WDR51B	12.0	4.0	9.0	7.0	16.0	9.0	8.0
ENSBTAG00000000690	THEM5			0.2			0.2	
ENSBTAG00000000693	UBE2R2	117.0	84.0	92.0	43.0	20.0	120.0	60.0
ENSBTAG00000000694	TAF10	165.0	51.0	96.0	161.0	151.0	163.0	113.0
ENSBTAG00000000695	UBAP2	35.0	35.0	15.0	13.0	6.0	47.0	16.0
ENSBTAG00000000696	ILK	145.0	43.0	38.0	88.0	39.0	174.0	41.0
ENSBTAG00000000697	RRP8	5.0	2.0	4.0	3.0	1.0	7.0	3.0
ENSBTAG00000000698	MYO18B	0.2	158.0	0.1			0.2	0.1
ENSBTAG00000000699	ENSBTAG00000000699	7.0	0.9	5.0	1.0	2.0	5.0	3.0
ENSBTAG00000000700	PARVA	107.0	11.0	21.0	39.0	8.0	106.0	43.0
ENSBTAG00000000703	ST6GAL2	0.1		7.0			0.6	0.1
ENSBTAG00000000704	GUSB	40.0	4.0	5.0	19.0	44.0	47.0	49.0
ENSBTAG00000000705	COX7A2L	162.0	29.0	108.0	169.0	102.0	122.0	220.0
ENSBTAG00000000706	ADAMTS1	49.0	13.0	5.0	24.0	4.0	275.0	4.0
ENSBTAG00000000707	WISP1	0.9	0.1		1.0		6.0	0.4
ENSBTAG00000000710	PIP5K1C	15.0	3.0	20.0	62.0	4.0	50.0	2.0
ENSBTAG00000000711	NDRG1	130.0	9.0	223.0	695.0	4.0	69.0	24.0
ENSBTAG00000000712	FBXW2	40.0	12.0	18.0	24.0	11.0	68.0	17.0
ENSBTAG00000000713	AGFG2	22.0	2.0	10.0	26.0	39.0	25.0	3.0
ENSBTAG00000000715	ENSBTAG00000000715	32.0	0.3	0.3	3.0	3.0	31.0	12.0
ENSBTAG00000000717	PLPP2	7.0	0.7	13.0	96.0	29.0	31.0	117.0
ENSBTAG00000000718	TMPRSS9	0.3		1.0	0.5		0.5	
ENSBTAG00000000719	ENSBTAG00000000719		0.2	14.0		0.1		
ENSBTAG00000000720	CTSL1	2.0	0.2	0.8	0.8	0.2	0.8	2.0
ENSBTAG00000000721	GPATCH1	11.0	3.0	8.0	6.0	4.0	13.0	5.0
ENSBTAG00000000725	USP42	5.0	2.0	6.0	4.0	1.0	12.0	2.0
ENSBTAG00000000727	RNF169	8.0	4.0	5.0	6.0	4.0	15.0	5.0
ENSBTAG00000000728	ZNF597	0.3		0.2	0.1	0.3	0.1	
ENSBTAG00000000730	GCG	0.2		2.0		0.1		52.0
ENSBTAG00000000731	WFIKKN2	0.4	18.0	1.0	1.0		30.0	
ENSBTAG00000000735	BCL2A1	18.0	0.1	1.0	3.0	4.0	16.0	11.0
ENSBTAG00000000736	LRP8	1.0	0.2	12.0	0.5	0.3	2.0	0.2
ENSBTAG00000000737	DMXL2	7.0	0.2	27.0	0.4	0.5	0.3	0.5
ENSBTAG00000000738	DAPK1	10.0	0.5	10.0	7.0	2.0	23.0	9.0
ENSBTAG00000000742	AMOTL2	47.0	6.0	1.0	25.0	3.0	126.0	2.0
ENSBTAG00000000743	MBOAT4							0.1
ENSBTAG00000000744	DCTN6	51.0	16.0	100.0	51.0	28.0	52.0	19.0
ENSBTAG00000000745	AQP1	68.0	21.0	3.0	1575.0	4.0	849.0	57.0
ENSBTAG00000000746	KAT2B	121.0	33.0	144.0	39.0	16.0	63.0	10.0
ENSBTAG00000000748	GAR1	20.0	5.0	22.0	18.0	34.0	21.0	17.0
ENSBTAG00000000749	LMNTD1	0.2		0.6	0.2			
ENSBTAG00000000750	MSL2	23.0	8.0	14.0	13.0	5.0	28.0	18.0
ENSBTAG00000000751	RRH	1.0	0.1	1.0	0.8	0.7	0.3	0.1
ENSBTAG00000000752	SGO1	2.0	0.1	0.3	0.2	0.3	1.0	2.0
ENSBTAG00000000753	PIAS4	10.0	3.0	5.0	14.0	2.0	28.0	9.0
ENSBTAG00000000754	PPP2R5A	158.0	23.0	54.0	64.0	80.0	78.0	78.0
ENSBTAG00000000755	ZFR2	0.1		3.0	0.6	0.1	0.2	
ENSBTAG00000000758	TMEM206	21.0	1.0	8.0	14.0	3.0	16.0	2.0
ENSBTAG00000000759	NENF	88.0	74.0	24.0	177.0	41.0	109.0	73.0
ENSBTAG00000000764	GIPC1	16.0	2.0	18.0	36.0	9.0	41.0	17.0
ENSBTAG00000000765	PNLIPRP2					0.1		103.0
ENSBTAG00000000767	DCP2	10.0	2.0	9.0	3.0	3.0	3.0	9.0
ENSBTAG00000000770	PGM2L1	8.0	25.0	41.0	1.0	0.3	2.0	3.0
ENSBTAG00000000771	DNAJB6	44.0	38.0	79.0	57.0	28.0	67.0	24.0
ENSBTAG00000000772	ENSBTAG00000000772			0.3				
ENSBTAG00000000773	TTC9C	16.0	10.0	29.0	12.0	12.0	16.0	24.0
ENSBTAG00000000776	ENSBTAG00000000776	0.2		0.1	0.4	0.1	0.1	
ENSBTAG00000000778	ENSBTAG00000000778	568.0	296.0	492.0	455.0	206.0	984.0	712.0
ENSBTAG00000000781	HIP1	30.0	3.0	29.0	9.0	1.0	89.0	1.0
ENSBTAG00000000782	KDR	46.0	7.0	14.0	30.0	13.0	79.0	9.0
ENSBTAG00000000783	TGFA		0.1	4.0	1.0	0.4	1.0	0.5
ENSBTAG00000000784	MTERF4	25.0	7.0	13.0	26.0	17.0	30.0	14.0
ENSBTAG00000000785	PASK	2.0	0.4	1.0	2.0	0.8	6.0	0.8
ENSBTAG00000000786	NQO2	24.0	5.0	13.0	464.0	88.0	30.0	51.0
ENSBTAG00000000789	PPP1R7	47.0	28.0	50.0	47.0	20.0	76.0	30.0
ENSBTAG00000000791	CALY	0.2	0.3	168.0	0.2		3.0	0.2
ENSBTAG00000000792	AJAP1	0.1	0.1	2.0	0.1			
ENSBTAG00000000793	LAMC2	1.0	0.1	0.1	8.0	0.2	50.0	10.0
ENSBTAG00000000795	NMNAT2	4.0	2.0	33.0	9.0	2.0	4.0	2.0
ENSBTAG00000000797	MRPL9	108.0	72.0	67.0	142.0	60.0	88.0	98.0
ENSBTAG00000000799	ICA1	21.0	1.0	10.0	10.0	1.0	13.0	28.0
ENSBTAG00000000801	ZNF583	15.0	24.0	45.0	9.0	17.0	9.0	7.0
ENSBTAG00000000802	LYVE1	69.0	5.0	2.0	5.0	40.0	533.0	7.0
ENSBTAG00000000803	ZNF667	12.0	8.0	23.0	6.0	4.0	10.0	4.0
ENSBTAG00000000804	MOB3B	7.0	6.0	34.0	11.0	7.0	19.0	15.0
ENSBTAG00000000805	IQCF1			0.2				
ENSBTAG00000000806	ATAD1	59.0	34.0	62.0	47.0	40.0	65.0	50.0
ENSBTAG00000000807	TMED3	48.0	2.0	8.0	16.0	5.0	27.0	45.0
ENSBTAG00000000808	COX14	117.0	122.0	79.0	256.0	113.0	136.0	175.0
ENSBTAG00000000809	IRX1	1.0	0.1	2.0	10.0		59.0	
ENSBTAG00000000810	COPE	125.0	67.0	54.0	235.0	43.0	198.0	184.0
ENSBTAG00000000811	DDX49	17.0	10.0	9.0	21.0	7.0	23.0	8.0
ENSBTAG00000000812	CD300A	5.0		1.0	1.0	0.7	55.0	0.8
ENSBTAG00000000813	HOMER3	28.0	42.0	11.0	65.0	1.0	40.0	1.0
ENSBTAG00000000815	EPHA2	11.0	2.0	0.7	8.0	7.0	48.0	3.0
ENSBTAG00000000816	PRDM1	7.0	0.3	2.0	3.0	2.0	28.0	8.0
ENSBTAG00000000817	SYNJ2	2.0	3.0	13.0	2.0	4.0	8.0	5.0
ENSBTAG00000000818	PLEKHG7	5.0		0.1	4.0	0.1	1.0	0.2
ENSBTAG00000000819	RFX3	2.0	0.4	4.0	0.4	0.2	0.8	2.0
ENSBTAG00000000820	GNG11	75.0	18.0	26.0	35.0	23.0	134.0	23.0
ENSBTAG00000000821	GPR137C	0.2		10.0	0.1	0.9		0.1
ENSBTAG00000000824	TSEN54	13.0	4.0	4.0	19.0	9.0	27.0	8.0
ENSBTAG00000000825	MRPS26	28.0	44.0	16.0	151.0	22.0	79.0	47.0
ENSBTAG00000000827	TAOK1	14.0	6.0	29.0	3.0	1.0	4.0	7.0
ENSBTAG00000000828	CAPN6	13.0	8.0	2.0	42.0	3.0	7.0	11.0
ENSBTAG00000000829	CARKL	9.0	0.4	4.0	13.0	14.0	17.0	10.0
ENSBTAG00000000830	GPR137B	28.0	1.0	39.0	70.0	5.0	41.0	6.0
ENSBTAG00000000831	CTNS	12.0	1.0	19.0	10.0	11.0	22.0	5.0
ENSBTAG00000000833	TAX1BP3	98.0	10.0	23.0	67.0	72.0	150.0	60.0
ENSBTAG00000000835	BCAS1	13.0	0.7	930.0	7.0	12.0	4.0	9.0
ENSBTAG00000000836	KRT8	1.0	0.8	0.2	86.0	77.0	235.0	1167.0
ENSBTAG00000000837	PARP1	63.0	24.0	50.0	35.0	11.0	74.0	43.0
ENSBTAG00000000838	CCDC88C	12.0	56.0	4.0	10.0	2.0	41.0	8.0
ENSBTAG00000000841	LZTS1	2.0	1.0	1.0	1.0	0.1	12.0	0.3
ENSBTAG00000000842	UBASH3B	5.0	0.1	4.0	0.8	0.6	10.0	1.0
ENSBTAG00000000843	NDRG2	157.0	244.0	480.0	90.0	217.0	212.0	32.0
ENSBTAG00000000845	OLFM3			25.0	0.1			
ENSBTAG00000000848	SNRNP200	58.0	39.0	37.0	62.0	12.0	141.0	51.0
ENSBTAG00000000851	CYP20A1	47.0	4.0	27.0	34.0	23.0	38.0	48.0
ENSBTAG00000000853	ENSBTAG00000000853		0.1			0.1		
ENSBTAG00000000854	SEC16B	5.0	0.2	2.0	0.5	25.0	0.8	11.0
ENSBTAG00000000855	NXN	14.0	43.0	8.0	22.0	2.0	43.0	6.0
ENSBTAG00000000856	ENSBTAG00000000856	8.0	2.0	2.0	6.0	5.0	14.0	4.0
ENSBTAG00000000857	GPR172B	15.0	3.0	7.0	56.0	16.0	54.0	10.0
ENSBTAG00000000859	SLC38A1	7.0	0.9	52.0	0.6	0.2	0.7	10.0
ENSBTAG00000000861	ETV3L		0.1			0.1	0.5	
ENSBTAG00000000868	ZFP1	5.0	1.0	6.0	3.0	1.0	5.0	2.0
ENSBTAG00000000869	RNF219	5.0	1.0	5.0	2.0	2.0	3.0	3.0
ENSBTAG00000000871	TRIM27	35.0	9.0	28.0	26.0	17.0	71.0	21.0
ENSBTAG00000000872	ENSBTAG00000000872					0.8		
ENSBTAG00000000873	SLC13A3	7.0	0.2	14.0	805.0	13.0	8.0	0.9
ENSBTAG00000000874	CAST	180.0	44.0	39.0	19.0	37.0	119.0	42.0
ENSBTAG00000000875	CEP131	6.0	4.0	6.0	7.0	1.0	23.0	2.0
ENSBTAG00000000877	ETFBKMT	7.0	3.0	5.0	4.0	5.0	6.0	2.0
ENSBTAG00000000878	RB1CC1	42.0	40.0	43.0	20.0	20.0	43.0	16.0
ENSBTAG00000000879	C14H8orf33	10.0	7.0	7.0	14.0	10.0	13.0	10.0
ENSBTAG00000000880	GINM1	117.0	42.0	61.0	66.0	142.0	91.0	63.0
ENSBTAG00000000885	ENSBTAG00000000885	0.2					0.1	
ENSBTAG00000000888	SPTA1	0.3		0.1			0.4	0.1
ENSBTAG00000000892	MB21D1	2.0	0.1	0.3	1.0	0.5	3.0	2.0
ENSBTAG00000000893	ENSBTAG00000000893			0.4				
ENSBTAG00000000894	PGK1	340.0	947.0	310.0	276.0	58.0	181.0	173.0
ENSBTAG00000000895	TAF9B	10.0	7.0	20.0	5.0	4.0	10.0	6.0
ENSBTAG00000000897	IQGAP2	28.0	1.0	2.0	36.0	77.0	20.0	85.0
ENSBTAG00000000898	F2RL2	20.0	2.0	0.7	5.0	3.0	46.0	10.0
ENSBTAG00000000899	TMEM17	22.0	1.0	25.0	15.0	12.0	16.0	2.0
ENSBTAG00000000900	LRRC8C	11.0	0.8	18.0	2.0	0.7	5.0	2.0
ENSBTAG00000000902	OGT	122.0	24.0	140.0	37.0	32.0	64.0	24.0
ENSBTAG00000000905	RAB6B	0.4	0.1	133.0	0.8	0.1	7.0	0.4
ENSBTAG00000000908	HCAR1	12.0	0.2	0.4	1.0		0.1	
ENSBTAG00000000910	SLC6A7	0.2		8.0	5.0		0.3	0.9
ENSBTAG00000000911	UBE2H	44.0	25.0	36.0	26.0	10.0	63.0	12.0
ENSBTAG00000000913	UQCR10	421.0	537.0	141.0	561.0	159.0	158.0	258.0
ENSBTAG00000000914	OPRK1			5.0				
ENSBTAG00000000916	TCTE3	0.7	0.3	0.2	1.0		1.0	0.4
ENSBTAG00000000917	BMP1	40.0	2.0	6.0	10.0	17.0	27.0	8.0
ENSBTAG00000000918	ERMARD	30.0	5.0	20.0	24.0	27.0	32.0	6.0
ENSBTAG00000000919	HEY2	3.0	0.7	10.0	3.0	2.0	7.0	0.4
ENSBTAG00000000920	DNAH17	0.7	0.1	0.1	0.2	0.1	1.0	0.1
ENSBTAG00000000923	HOXC13	0.1						
ENSBTAG00000000924	HOXC12	0.5						
ENSBTAG00000000925	GLT8D2	43.0	3.0	0.8	0.6	0.1	8.0	0.8
ENSBTAG00000000928	SPECC1	4.0	19.0	28.0	5.0	0.3	24.0	5.0
ENSBTAG00000000929	ENSBTAG00000000929				0.4			
ENSBTAG00000000930	ENSBTAG00000000930	0.8			0.3		7.0	0.2
ENSBTAG00000000933	CCDC183	2.0	0.1	3.0	7.0	1.0	6.0	0.8
ENSBTAG00000000936	SLC39A2	1.0	0.2	3.0	0.8	1.0	17.0	0.4
ENSBTAG00000000937	SSFA2	29.0	6.0	50.0	27.0	12.0	48.0	37.0
ENSBTAG00000000939	KIF16B	7.0	6.0	3.0	8.0	3.0	18.0	4.0
ENSBTAG00000000940	TBCC	20.0	14.0	21.0	27.0	15.0	34.0	20.0
ENSBTAG00000000941	PLEKHB2	94.0	66.0	244.0	79.0	18.0	122.0	69.0
ENSBTAG00000000942	SIPA1L2	8.0	1.0	10.0	9.0	0.3	41.0	6.0
ENSBTAG00000000943	ZNF286A	6.0	2.0	13.0	4.0	7.0	7.0	4.0
ENSBTAG00000000944	LPCAT1	11.0	0.9	7.0	7.0	1.0	116.0	2.0
ENSBTAG00000000945	ATP2C2	21.0	2.0	3.0	6.0	6.0	47.0	36.0
ENSBTAG00000000946	TLDC1	8.0	1.0	4.0	8.0	1.0	14.0	5.0
ENSBTAG00000000948	RAB2A	146.0	75.0	208.0	139.0	109.0	103.0	116.0
ENSBTAG00000000949	DNAJC9	12.0	5.0	15.0	6.0	3.0	12.0	7.0
ENSBTAG00000000950	MRPS16	38.0	50.0	23.0	75.0	40.0	42.0	34.0
ENSBTAG00000000951	JAKMIP3	1.0		9.0	0.2	0.1	1.0	0.3
ENSBTAG00000000954	DCDC1	0.3		0.7	0.2	0.2	1.0	
ENSBTAG00000000955	RBM41	4.0	2.0	4.0	2.0	2.0	3.0	3.0
ENSBTAG00000000957	ENSBTAG00000000957	16.0	3.0	10.0	12.0	47.0	31.0	9.0
ENSBTAG00000000958	ZSWIM3	0.7	0.2	1.0	0.6	0.3	1.0	0.1
ENSBTAG00000000959	ZSWIM1	2.0	2.0	6.0	3.0	2.0	4.0	0.5
ENSBTAG00000000960	SPATA25	0.3	2.0	0.8	0.7	0.2	0.6	0.2
ENSBTAG00000000961	NEURL2	1.0	11.0	1.0	3.0	0.6	3.0	0.6
ENSBTAG00000000962	STAP1	5.0	0.1	0.9	2.0	5.0	2.0	7.0
ENSBTAG00000000964	FCRL5	4.0			0.3	0.3	23.0	0.6
ENSBTAG00000000966	ENSBTAG00000000966	1.0	0.1		0.1	0.6	1.0	0.8
ENSBTAG00000000967	DET1	6.0	17.0	2.0	5.0	4.0	12.0	6.0
ENSBTAG00000000970	ASIC1	0.2		32.0	0.8		0.3	
ENSBTAG00000000972	KRTAP10-2						0.2	
ENSBTAG00000000973	KCNJ15	0.4	0.1		736.0	0.3	34.0	2.0
ENSBTAG00000000974	IARS	33.0	21.0	40.0	14.0	13.0	19.0	26.0
ENSBTAG00000000977	CADM1	30.0	7.0	42.0	25.0	16.0	115.0	9.0
ENSBTAG00000000978	ASH2L	26.0	6.0	26.0	15.0	9.0	44.0	12.0
