# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-3727
# Selected columns: 4 (all)
# Timestamp: Fri, 24-Aug-2018 23:13:02
Gene ID	Gene Name	brain	heart	kidney	skeletal muscle tissue
ENSACAG00000000496	ENSACAG00000000496	37.0	52.0	91.0	40.0
ENSACAG00000000497	PAPD7	11.0	2.0	2.0	3.0
ENSACAG00000000498	NUDT13	15.0	12.0	15.0	5.0
ENSACAG00000000499	ENSACAG00000000499	0.8		0.2	0.1
ENSACAG00000000500	ENSACAG00000000500	1.0	0.7	10.0	2.0
ENSACAG00000000501	ENSACAG00000000501	239.0	83.0	21.0	60.0
ENSACAG00000000502	ENSACAG00000000502	85.0	37.0	33.0	20.0
ENSACAG00000000504	ENSACAG00000000504	0.8	1.0	1.0	0.7
ENSACAG00000000506	ENSACAG00000000506	0.4			
ENSACAG00000000507	ENSACAG00000000507	14.0	8.0	8.0	3.0
ENSACAG00000000508	ENSACAG00000000508	5.0	2.0	10.0	0.9
ENSACAG00000000509	ENSACAG00000000509	24.0	6.0	10.0	3.0
ENSACAG00000000510	ENSACAG00000000510	0.1		0.1	
ENSACAG00000000511	ENSACAG00000000511	63.0	40.0	21.0	41.0
ENSACAG00000000512	ENSACAG00000000512	12.0	3.0	756.0	2.0
ENSACAG00000000513	ENSACAG00000000513	0.4	0.2	0.1	0.1
ENSACAG00000000514	ENSACAG00000000514	51.0	9.0	9.0	13.0
ENSACAG00000000515	ENSACAG00000000515	19.0	15.0	14.0	9.0
ENSACAG00000000516	ENSACAG00000000516	98.0			2.0
ENSACAG00000000517	ENSACAG00000000517	24.0	11.0	21.0	10.0
ENSACAG00000000520	ENSACAG00000000520	0.9	1.0	3.0	1.0
ENSACAG00000000522	VWF	6.0	37.0	10.0	3.0
ENSACAG00000000523	ARL13B	8.0	4.0	5.0	1.0
ENSACAG00000000524	ENSACAG00000000524	20.0	31.0	13.0	8.0
ENSACAG00000000525	ENSACAG00000000525	3.0		0.1	
ENSACAG00000000526	ENSACAG00000000526	165.0	100.0	23.0	107.0
ENSACAG00000000527	TMEM178A	15.0	0.2	2.0	
ENSACAG00000000531	ENSACAG00000000531	20.0	3.0	4.0	2.0
ENSACAG00000000532	ENSACAG00000000532	13.0	2.0	142.0	0.7
ENSACAG00000000533	D2HGDH	5.0	6.0	3.0	2.0
ENSACAG00000000535	ENSACAG00000000535	6.0	5.0	3.0	2.0
ENSACAG00000000536	ENSACAG00000000536	0.1	0.1	2.0	0.1
ENSACAG00000000538	THUMPD2	9.0	1.0	2.0	0.6
ENSACAG00000000539	ENSACAG00000000539	12.0	1.0	1.0	2.0
ENSACAG00000000541	ENSACAG00000000541	9.0	5.0	4.0	3.0
ENSACAG00000000542	ENSACAG00000000542	0.9		0.4	
ENSACAG00000000543	ENSACAG00000000543	0.9	0.6	1.0	0.3
ENSACAG00000000544	ENSACAG00000000544	38.0	15.0	426.0	4.0
ENSACAG00000000545	THSD7B	6.0	0.3	3.0	0.1
ENSACAG00000000546	ENSACAG00000000546	0.1	0.4		0.1
ENSACAG00000000547	ENSACAG00000000547	0.1	13.0	0.7	3.0
ENSACAG00000000548	ENSACAG00000000548	20.0	0.6	0.5	0.4
ENSACAG00000000549	DENND3	4.0	1.0	5.0	2.0
ENSACAG00000000550	ENSACAG00000000550	3.0	6.0	1.0	2.0
ENSACAG00000000552	ATP9B	7.0	3.0	2.0	1.0
ENSACAG00000000553	ENSACAG00000000553	35.0	21.0	20.0	13.0
ENSACAG00000000555	ENSACAG00000000555	0.8	0.5	2.0	0.3
ENSACAG00000000556	GMPS	14.0	7.0	10.0	2.0
ENSACAG00000000557	ENSACAG00000000557		0.2	1.0	
ENSACAG00000000558	ENSACAG00000000558	12.0	7.0	14.0	9.0
ENSACAG00000000559	ENSACAG00000000559	0.3	0.4	0.2	6.0
ENSACAG00000000561	ENSACAG00000000561	45.0	86.0	11.0	324.0
ENSACAG00000000562	ENSACAG00000000562	0.3	0.3	0.2	0.9
ENSACAG00000000564	P4HA1	8.0	6.0	5.0	3.0
ENSACAG00000000565	ENSACAG00000000565		0.1	0.2	0.1
ENSACAG00000000566	ENSACAG00000000566	0.3		0.2	
ENSACAG00000000567	ENSACAG00000000567	33.0	14.0	12.0	8.0
ENSACAG00000000569	ENSACAG00000000569	2.0	1.0	1.0	0.7
ENSACAG00000000571	ENSACAG00000000571	0.3			
ENSACAG00000000574	MON2	18.0	5.0	4.0	2.0
ENSACAG00000000575	TRMT6	7.0	5.0	4.0	3.0
ENSACAG00000000576	ENSACAG00000000576	2.0	0.1	1144.0	
ENSACAG00000000577	ENSACAG00000000577			0.1	
ENSACAG00000000578	ENSACAG00000000578	6.0	2.0	0.7	2.0
ENSACAG00000000579	ENSACAG00000000579	0.9	0.8	2.0	0.2
ENSACAG00000000580	ENSACAG00000000580	7.0	1.0	2.0	0.2
ENSACAG00000000581	SNX7	3.0	4.0	5.0	3.0
ENSACAG00000000582	SNRPB2	23.0	20.0	10.0	6.0
ENSACAG00000000583	TMEM161B	13.0	5.0	4.0	2.0
ENSACAG00000000587	ENSACAG00000000587	9.0	0.2	2.0	0.3
ENSACAG00000000590	ENSACAG00000000590	59.0	38.0	37.0	47.0
ENSACAG00000000591	ENSACAG00000000591	0.9	0.7	0.4	0.4
ENSACAG00000000592	ENSACAG00000000592	31.0			0.1
ENSACAG00000000593	ENSACAG00000000593	1.0	0.7	0.7	0.7
ENSACAG00000000594	ENSACAG00000000594	44.0	58.0	9.0	7.0
ENSACAG00000000595	ENSACAG00000000595	3.0	1.0	1.0	0.4
ENSACAG00000000597	ENSACAG00000000597	1.0	0.8	1.0	0.3
ENSACAG00000000598	ENSACAG00000000598		0.1		
ENSACAG00000000599	ENSACAG00000000599	43.0	17.0	36.0	13.0
ENSACAG00000000600	FRMD4A	14.0	5.0	4.0	1.0
ENSACAG00000000601	ENSACAG00000000601	6.0	23.0	2.0	3.0
ENSACAG00000000602	ENSACAG00000000602	2.0	2.0	1.0	1.0
ENSACAG00000000603	ENSACAG00000000603	13.0	4.0	3.0	2.0
ENSACAG00000000604	COL7A1	0.8	0.1	0.4	0.1
ENSACAG00000000605	SUGT1	15.0	10.0	6.0	6.0
ENSACAG00000000606	SP7	0.4			
ENSACAG00000000607	ENSACAG00000000607	145.0	32.0	70.0	12.0
ENSACAG00000000608	FBXL3	60.0	20.0	16.0	10.0
ENSACAG00000000609	ENSACAG00000000609	16.0	41.0	1.0	0.3
ENSACAG00000000610	ENSACAG00000000610	2.0	2.0	2.0	0.7
ENSACAG00000000611	ENSACAG00000000611	7.0	8.0	1.0	6.0
ENSACAG00000000612	ENSACAG00000000612	163.0	68.0	35.0	67.0
ENSACAG00000000613	ENSACAG00000000613	2.0	28.0	0.7	0.3
ENSACAG00000000615	ENSACAG00000000615	1015.0	742.0	497.0	150.0
ENSACAG00000000617	ENSACAG00000000617	20.0	44.0	35.0	7.0
ENSACAG00000000618	MZT1	77.0	17.0	14.0	12.0
ENSACAG00000000619	ENSACAG00000000619	91.0	13.0	19.0	19.0
ENSACAG00000000623	ENSACAG00000000623	6.0	61.0	14.0	30.0
ENSACAG00000000624	ENSACAG00000000624	10.0	4.0	11.0	3.0
ENSACAG00000000625	BORA	2.0	0.9	1.0	0.3
ENSACAG00000000626	ENSACAG00000000626	124.0	0.8	0.3	0.3
ENSACAG00000000627	CCNH	12.0	11.0	6.0	7.0
ENSACAG00000000628	CUL2	27.0	14.0	12.0	15.0
ENSACAG00000000629	ENSACAG00000000629	3.0	0.7	0.8	1.0
ENSACAG00000000630	ENSACAG00000000630	0.4	1.0	0.1	0.9
ENSACAG00000000631	ENSACAG00000000631	40.0	18.0	10.0	57.0
ENSACAG00000000632	ENSACAG00000000632	28.0	18.0	12.0	21.0
ENSACAG00000000633	OTOR				0.2
ENSACAG00000000635	ENSACAG00000000635	9.0	2.0	0.8	5.0
ENSACAG00000000637	ENSACAG00000000637	84.0	34.0	20.0	8.0
ENSACAG00000000638	STX19	4.0		0.1	0.5
ENSACAG00000000639	ENSACAG00000000639	59.0	26.0	36.0	31.0
ENSACAG00000000640	ENSACAG00000000640	33.0	0.8	4.0	0.1
ENSACAG00000000642	ENSACAG00000000642	88.0	71.0	97.0	43.0
ENSACAG00000000643	ENSACAG00000000643	59.0	46.0	45.0	26.0
ENSACAG00000000644	PROS1	14.0	10.0	10.0	2.0
ENSACAG00000000645	ENSACAG00000000645	0.2	1.0	1.0	0.4
ENSACAG00000000646	MYCBP2	26.0	4.0	3.0	2.0
ENSACAG00000000647	ENSACAG00000000647	7.0	3.0	3.0	2.0
ENSACAG00000000648	ENSACAG00000000648	1.0	0.2	3.0	0.7
ENSACAG00000000649	DIS3	6.0	3.0	2.0	2.0
ENSACAG00000000650	ENSACAG00000000650	25.0	17.0	12.0	8.0
ENSACAG00000000651	ENSACAG00000000651	0.6	0.1	0.9	0.5
ENSACAG00000000652	ENSACAG00000000652	29.0	13.0	9.0	13.0
ENSACAG00000000653	SLC45A4	6.0	2.0	3.0	0.8
ENSACAG00000000654	ENSACAG00000000654	35.0	2.0	1.0	2.0
ENSACAG00000000655	ENSACAG00000000655	18.0	2.0	1.0	2.0
ENSACAG00000000656	ENSACAG00000000656	27.0	7.0	14.0	3.0
ENSACAG00000000657	ENSACAG00000000657	185.0	28.0	138.0	25.0
ENSACAG00000000660	ENSACAG00000000660	0.2	0.1		
ENSACAG00000000662	ENSACAG00000000662		0.3		1.0
ENSACAG00000000663	PCSK2	58.0	9.0	0.6	0.8
ENSACAG00000000664	MCM8	0.9	0.2	0.2	0.2
ENSACAG00000000665	ING5	15.0	14.0	5.0	6.0
ENSACAG00000000666	MEMO1	41.0	38.0	21.0	17.0
ENSACAG00000000667	BICRAL	6.0	1.0	0.9	1.0
ENSACAG00000000669	ENSACAG00000000669	15.0	4.0	0.9	2.0
ENSACAG00000000671	AMHR2	0.1		0.3	
ENSACAG00000000673	C15orf41	10.0	2.0	3.0	1.0
ENSACAG00000000676	ENSACAG00000000676	6.0	3.0	2.0	2.0
ENSACAG00000000677	NSUN2	10.0	7.0	6.0	5.0
ENSACAG00000000678	ENSACAG00000000678	18.0	9.0	6.0	5.0
ENSACAG00000000680	ENSACAG00000000680	0.2			
ENSACAG00000000682	ENSACAG00000000682	111.0	26.0	24.0	19.0
ENSACAG00000000683	ENSACAG00000000683	70.0	46.0	17.0	28.0
ENSACAG00000000684	ENSACAG00000000684	11.0	3.0	4.0	1.0
ENSACAG00000000685	ENSACAG00000000685	3.0	2.0	4.0	0.9
ENSACAG00000000686	PARD3	4.0	5.0	3.0	3.0
ENSACAG00000000687	AQR	12.0	6.0	7.0	4.0
ENSACAG00000000688	ENSACAG00000000688	0.2	0.3	0.8	
ENSACAG00000000689	GAS6	98.0	34.0	33.0	11.0
ENSACAG00000000690	ENSACAG00000000690	0.4	1.0	0.9	0.1
ENSACAG00000000693	ENSACAG00000000693	109.0	53.0	69.0	51.0
ENSACAG00000000694	ENSACAG00000000694	8.0	2.0	3.0	0.1
ENSACAG00000000695	ENSACAG00000000695	9.0	7.0	4.0	13.0
ENSACAG00000000696	ENSACAG00000000696	8.0	6.0	3.0	3.0
ENSACAG00000000697	ENSACAG00000000697	23.0	1.0	1.0	9.0
ENSACAG00000000698	ENSACAG00000000698	29.0	11.0	8.0	8.0
ENSACAG00000000699	ENSACAG00000000699	24.0	5.0	77.0	3.0
ENSACAG00000000701	ENSACAG00000000701	18.0	0.1	0.8	0.2
ENSACAG00000000702	ENSACAG00000000702	0.7	4.0		3.0
ENSACAG00000000703	ENSACAG00000000703	38.0	63.0	25.0	16.0
ENSACAG00000000704	ENSACAG00000000704	16.0	10.0	11.0	9.0
ENSACAG00000000705	ENSACAG00000000705	165.0	397.0	171.0	138.0
ENSACAG00000000706	ENSACAG00000000706	3.0	0.2	0.2	0.1
ENSACAG00000000707	ENSACAG00000000707	4.0	2.0	0.8	0.4
ENSACAG00000000711	ENSACAG00000000711	63.0	7.0	14.0	22.0
ENSACAG00000000712	ACAD11	4.0	5.0	23.0	4.0
ENSACAG00000000713	HIBCH	11.0	13.0	5.0	7.0
ENSACAG00000000714	ENSACAG00000000714	1.0		0.2	0.2
ENSACAG00000000715	ENSACAG00000000715	2.0	0.4	0.5	
ENSACAG00000000716	ENSACAG00000000716	3.0	3.0	4.0	7.0
ENSACAG00000000717	ENSACAG00000000717	8.0	3.0	6.0	0.9
ENSACAG00000000718	ENSACAG00000000718	6.0	3.0	2.0	0.6
ENSACAG00000000719	ELF1	6.0	11.0	7.0	3.0
ENSACAG00000000720	ENSACAG00000000720	19.0	25.0	9.0	9.0
ENSACAG00000000721	ENSACAG00000000721	0.1			0.1
ENSACAG00000000723	ENSACAG00000000723	6.0	10.0	19.0	22.0
ENSACAG00000000724	ENSACAG00000000724	12.0	3.0	1.0	3.0
ENSACAG00000000725	TBCC	40.0	5.0	3.0	5.0
ENSACAG00000000726	ENSACAG00000000726	12.0	5.0	12.0	8.0
ENSACAG00000000727	ENSACAG00000000727	4.0	5.0	6.0	4.0
ENSACAG00000000728	MAP10	5.0	3.0	2.0	4.0
ENSACAG00000000729	IRX4	6.0	36.0	7.0	
ENSACAG00000000730	ENSACAG00000000730	25.0	10.0	8.0	10.0
ENSACAG00000000731	NTPCR	7.0	8.0	5.0	3.0
ENSACAG00000000732	PRPH2	0.6	0.2	0.3	0.9
ENSACAG00000000733	ENSACAG00000000733			12.0	
ENSACAG00000000734	ENSACAG00000000734	7.0	3.0	2.0	3.0
ENSACAG00000000735	GPR143	8.0	3.0	2.0	0.3
ENSACAG00000000736	ENSACAG00000000736	18.0	4.0	7.0	2.0
ENSACAG00000000737	ENSACAG00000000737	11.0	0.3	0.3	
ENSACAG00000000738	ENSACAG00000000738	50.0	9.0	14.0	11.0
ENSACAG00000000739	DTYMK	5.0	1.0	2.0	0.2
ENSACAG00000000740	ENSACAG00000000740	29.0	34.0	11.0	10.0
ENSACAG00000000741	PPARGC1A	3.0	4.0	2.0	2.0
ENSACAG00000000744	RAB4A	16.0	3.0	2.0	2.0
ENSACAG00000000745	ENSACAG00000000745	469.0	3.0	0.4	0.2
ENSACAG00000000746	ENSACAG00000000746	127.0	56.0	37.0	41.0
ENSACAG00000000747	IQUB	1.0	0.4	0.7	0.6
ENSACAG00000000748	GPR20	2.0	0.6	2.0	3.0
ENSACAG00000000749	PTP4A3	41.0	35.0	10.0	83.0
ENSACAG00000000750	ENSACAG00000000750	2.0	0.3	0.7	0.2
ENSACAG00000000751	ENSACAG00000000751	38.0	12.0	7.0	28.0
ENSACAG00000000752	ENSACAG00000000752	11.0	3.0	7.0	2.0
ENSACAG00000000754	ENSACAG00000000754	18.0	10.0	29.0	3.0
ENSACAG00000000755	CAPN11	87.0	44.0	15.0	59.0
ENSACAG00000000756	ENSACAG00000000756	1.0	0.1	0.2	0.1
ENSACAG00000000757	ENSACAG00000000757	4.0	0.9	1.0	0.5
ENSACAG00000000758	ENSACAG00000000758	557.0	623.0	376.0	187.0
ENSACAG00000000759	UBR2	11.0	5.0	3.0	4.0
ENSACAG00000000760	ENSACAG00000000760	4.0	1.0	1.0	0.3
ENSACAG00000000761	ENSACAG00000000761	40.0	0.6	1.0	0.1
ENSACAG00000000762	ENSACAG00000000762	0.1			
ENSACAG00000000763	DIRAS2	37.0	0.1		0.1
ENSACAG00000000765	PCNX2	19.0	0.1	0.2	
ENSACAG00000000766	ENSACAG00000000766	60.0	10.0	35.0	4.0
ENSACAG00000000767	DPY30	73.0	86.0	77.0	26.0
ENSACAG00000000768	SYK	0.9	0.7	6.0	0.3
ENSACAG00000000769	RASA1	13.0	11.0	7.0	3.0
ENSACAG00000000771	ENSACAG00000000771			0.1	
ENSACAG00000000772	ENSACAG00000000772	81.0	25.0	2.0	15.0
ENSACAG00000000773	ENSACAG00000000773	8.0	0.5	0.6	0.3
ENSACAG00000000774	NDUFS6	9.0	32.0	8.0	7.0
ENSACAG00000000776	ATG4B	29.0	5.0	4.0	3.0
ENSACAG00000000777	ENSACAG00000000777	29.0	4.0	13.0	0.6
ENSACAG00000000778	ENSACAG00000000778	298.0	650.0	1040.0	428.0
ENSACAG00000000779	ENSACAG00000000779	0.5			
ENSACAG00000000780	SPAST	9.0	3.0	2.0	1.0
ENSACAG00000000781	ENSACAG00000000781	11.0	25.0	7.0	2.0
ENSACAG00000000782	VAV3	4.0	2.0	9.0	0.3
ENSACAG00000000783	ENSACAG00000000783	569.0	590.0	925.0	266.0
ENSACAG00000000785	ENSACAG00000000785	0.1	0.1	0.9	0.2
ENSACAG00000000786	ENSACAG00000000786	49.0	148.0	63.0	37.0
ENSACAG00000000787	ENSACAG00000000787	2.0	5.0	0.4	1.0
ENSACAG00000000788	UQCRC1	89.0	265.0	66.0	116.0
ENSACAG00000000789	ENSACAG00000000789	4931.0	63.0	238.0	11.0
ENSACAG00000000790	TNS1	24.0	15.0	14.0	6.0
ENSACAG00000000791	ENSACAG00000000791	76.0	11.0	0.2	96.0
ENSACAG00000000792	ENSACAG00000000792	12.0	15.0	7.0	6.0
ENSACAG00000000793	ENSACAG00000000793	33.0		4.0	
ENSACAG00000000794	ENSACAG00000000794	134.0	55.0	21.0	3.0
ENSACAG00000000795	CXCR4	9.0	1.0	3.0	0.6
ENSACAG00000000796	ENSACAG00000000796	4.0	4.0	7.0	0.6
ENSACAG00000000797	ENSACAG00000000797	37.0	0.3	0.1	0.8
ENSACAG00000000798	WBP4	15.0	10.0	6.0	3.0
ENSACAG00000000800	ENSACAG00000000800	12.0	3.0	1.0	3.0
ENSACAG00000000801	LRRC4C	37.0	0.1	0.2	0.2
ENSACAG00000000802	USP15	11.0	9.0	3.0	6.0
ENSACAG00000000803	NDUFA5	14.0	34.0	19.0	14.0
ENSACAG00000000804	DARS	51.0	27.0	28.0	36.0
ENSACAG00000000805	ENSACAG00000000805	21.0	8.0	7.0	2.0
ENSACAG00000000808	MFSD6	19.0	0.6	0.7	0.2
ENSACAG00000000810	ENSACAG00000000810	112.0	6.0	6.0	6.0
ENSACAG00000000811	OIT3		0.1	0.1	
ENSACAG00000000812	ENSACAG00000000812	12.0	19.0	70.0	4.0
ENSACAG00000000813	ENSACAG00000000813	3.0	0.1		0.1
ENSACAG00000000815	ENSACAG00000000815	1.0	0.6	0.6	0.3
ENSACAG00000000816	ENSACAG00000000816	54.0	1.0	1.0	0.6
ENSACAG00000000818	ENSACAG00000000818	15.0	16.0	6.0	10.0
ENSACAG00000000820	MRPL36	61.0	54.0	66.0	24.0
ENSACAG00000000821	LPCAT1	1.0	0.1	0.3	
ENSACAG00000000822	CCSAP	15.0	2.0	0.8	0.6
ENSACAG00000000824	ENSACAG00000000824	8.0	0.1	0.3	0.1
ENSACAG00000000825	PIBF1	1.0	0.9	0.9	0.4
ENSACAG00000000826	ENSACAG00000000826	3.0	5.0	3.0	1.0
ENSACAG00000000827	ENSACAG00000000827	0.4			
ENSACAG00000000828	WWC3	6.0	2.0	3.0	0.9
ENSACAG00000000829	ENSACAG00000000829	9.0	8.0	4.0	7.0
ENSACAG00000000830	ENSACAG00000000830	16.0	18.0	16.0	27.0
ENSACAG00000000831	KCNAB1	12.0	0.1	0.1	
ENSACAG00000000833	ENSACAG00000000833	70.0	38.0	17.0	9.0
ENSACAG00000000835	ENSACAG00000000835	109.0	73.0	71.0	44.0
ENSACAG00000000836	ACTA1	23.0	3509.0	3.0	64036.0
ENSACAG00000000837	ENSACAG00000000837	26.0	9.0	7.0	6.0
ENSACAG00000000839	CRLS1	13.0	12.0	20.0	10.0
ENSACAG00000000840	NEMP2	2.0	0.6	0.2	
ENSACAG00000000842	ENSACAG00000000842	41.0	0.7	2.0	9.0
ENSACAG00000000843	ENSACAG00000000843	164.0	94.0	59.0	17.0
ENSACAG00000000845	ACKR4	0.7	0.3	0.1	0.1
ENSACAG00000000846	ENSACAG00000000846	1.0	0.7	0.1	0.3
ENSACAG00000000847	FANK1	1.0	0.1	1.0	
ENSACAG00000000848	ENSACAG00000000848	12.0	3.0	6.0	3.0
ENSACAG00000000850	DNAJC13	4.0	2.0	4.0	1.0
ENSACAG00000000851	ASB15	2.0	13.0	0.7	31.0
ENSACAG00000000853	WIPF3	4.0	0.6	3.0	8.0
ENSACAG00000000854	ENSACAG00000000854	4.0	1.0	3.0	2.0
ENSACAG00000000855	ALKBH3	10.0	2.0	1.0	2.0
ENSACAG00000000856	APLF	8.0	9.0	7.0	8.0
ENSACAG00000000857	LHX4	1.0		0.2	
ENSACAG00000000858	ENSACAG00000000858	7.0	14.0	7.0	13.0
ENSACAG00000000859	ENSACAG00000000859	25.0	21.0	14.0	26.0
ENSACAG00000000860	ENSACAG00000000860	4.0	4.0	3.0	2.0
ENSACAG00000000861	ENSACAG00000000861	15.0	12.0	13.0	9.0
ENSACAG00000000862	MCU	30.0	5.0	10.0	8.0
ENSACAG00000000864	RASA3	3.0	1.0	0.9	0.5
ENSACAG00000000866	ENSACAG00000000866	35.0	35.0	18.0	8.0
ENSACAG00000000867	FBXO48	2.0	4.0	2.0	0.5
ENSACAG00000000868	ENSACAG00000000868	358.0	61.0	81.0	29.0
ENSACAG00000000869	ENSACAG00000000869	6.0	4.0	3.0	1.0
ENSACAG00000000870	NDUFAF5	30.0	30.0	24.0	15.0
ENSACAG00000000871	PLEK	3.0	2.0	1.0	0.9
ENSACAG00000000872	EPHA3	9.0	0.9	0.4	0.8
ENSACAG00000000874	ENSACAG00000000874	3.0	1.0	79.0	1.0
ENSACAG00000000875	ENSACAG00000000875	176.0	0.2	0.5	
ENSACAG00000000876	THAP4	24.0	11.0	13.0	9.0
ENSACAG00000000877	SCRN1	44.0	1.0	2.0	0.6
ENSACAG00000000878	ENSACAG00000000878	0.4			
ENSACAG00000000879	ENSACAG00000000879	2.0	0.8	0.5	0.5
ENSACAG00000000880	ENSACAG00000000880		0.3	0.1	0.1
ENSACAG00000000882	ENSACAG00000000882	6.0	0.5	0.4	0.3
ENSACAG00000000883	ENSACAG00000000883	41.0			
ENSACAG00000000884	ENSACAG00000000884	2.0		0.7	0.1
ENSACAG00000000885	ENSACAG00000000885	16.0	2.0	2.0	11.0
ENSACAG00000000886	BCCIP	12.0	9.0	15.0	7.0
ENSACAG00000000888	ENSACAG00000000888	8.0	7.0	10.0	7.0
ENSACAG00000000889	ENSACAG00000000889	87.0	38.0	21.0	28.0
ENSACAG00000000891	ENSACAG00000000891	50.0	1.0	1.0	3.0
ENSACAG00000000892	ENSACAG00000000892	79.0	85.0	75.0	67.0
ENSACAG00000000893	ENSACAG00000000893	90.0	18.0	21.0	18.0
ENSACAG00000000895	ENSACAG00000000895	493.0	430.0	693.0	564.0
ENSACAG00000000896	NUP133	5.0	2.0	1.0	3.0
ENSACAG00000000897	MTRF1	5.0	9.0	5.0	7.0
ENSACAG00000000899	MAP3K12	18.0			0.3
ENSACAG00000000900	BEND7	10.0	8.0	13.0	5.0
ENSACAG00000000902	ENSACAG00000000902	26.0	6.0	5.0	25.0
ENSACAG00000000904	ENSACAG00000000904	1.0	0.4	1.0	0.3
ENSACAG00000000905	ENSACAG00000000905	16.0	3.0	3.0	0.9
ENSACAG00000000907	MICU1	106.0	63.0	47.0	40.0
ENSACAG00000000908	ENSACAG00000000908	158.0	108.0	185.0	89.0
ENSACAG00000000910	ENSACAG00000000910	0.2	0.5	0.5	0.1
ENSACAG00000000911	ENSACAG00000000911	0.2	0.3	0.3	3.0
ENSACAG00000000912	ENSACAG00000000912	0.1			
ENSACAG00000000914	ENSACAG00000000914	7.0	5.0	6.0	2.0
ENSACAG00000000915	NFIL3	13.0	27.0	5.0	6.0
ENSACAG00000000916	ENSACAG00000000916	17.0	5.0	6.0	14.0
ENSACAG00000000917	ENSACAG00000000917	10.0	1.0	4.0	0.1
ENSACAG00000000919	BOK	20.0	25.0	5.0	8.0
ENSACAG00000000920	UROS	6.0	3.0	5.0	4.0
ENSACAG00000000921	ENSACAG00000000921	3.0	3.0	0.3	0.6
ENSACAG00000000922	ROR2	1.0	3.0	0.8	
ENSACAG00000000923	ENSACAG00000000923	6.0	4.0	17.0	0.4
ENSACAG00000000927	ENSACAG00000000927	17.0	13.0	15.0	7.0
ENSACAG00000000928	ACBD4	9.0	16.0	14.0	8.0
ENSACAG00000000930	ENSACAG00000000930	6.0	2.0	2.0	1.0
ENSACAG00000000931	SMC5	3.0	2.0	0.7	0.6
ENSACAG00000000932	ENSACAG00000000932	7.0	0.6	1.0	0.4
ENSACAG00000000933	ENSACAG00000000933	43.0	57.0	71.0	27.0
ENSACAG00000000936	ENSACAG00000000936	61.0	19.0	8.0	11.0
ENSACAG00000000937	ENSACAG00000000937	13.0	10.0	3.0	2.0
ENSACAG00000000939	ENSACAG00000000939	49.0	0.2	0.6	0.1
ENSACAG00000000940	ENSACAG00000000940	21.0	0.8	2.0	0.6
ENSACAG00000000941	NFATC1	1.0	5.0	0.6	9.0
ENSACAG00000000942	ENSACAG00000000942	8.0	6.0	7.0	2.0
ENSACAG00000000943	ENSACAG00000000943	30.0	2.0	1.0	0.2
ENSACAG00000000944	ENSACAG00000000944	39.0	24.0	8.0	14.0
ENSACAG00000000945	ENSACAG00000000945	42.0	53.0	60.0	23.0
ENSACAG00000000946	MAMDC2	2.0	0.1	0.4	0.2
ENSACAG00000000947	CREM	6.0	6.0	6.0	5.0
ENSACAG00000000948	SLAIN1	62.0			0.1
ENSACAG00000000949	KLF5	6.0	0.4	0.8	1.0
ENSACAG00000000951	LMOD2		400.0	0.2	96.0
ENSACAG00000000952	ENSACAG00000000952	1132.0	652.0	428.0	339.0
ENSACAG00000000953	FKBP14	7.0	5.0	7.0	0.8
ENSACAG00000000954	RAP2A	48.0	8.0	6.0	3.0
ENSACAG00000000955	QSOX1	4.0	1.0	0.5	0.4
ENSACAG00000000956	FAM49A	52.0	3.0	0.7	2.0
ENSACAG00000000957	ENSACAG00000000957	0.6			
ENSACAG00000000958	ENSACAG00000000958	34.0			
ENSACAG00000000959	SEPHS1	5.0	3.0	2.0	2.0
ENSACAG00000000960	ENSACAG00000000960	13.0	4.0	3.0	3.0
ENSACAG00000000961	ENSACAG00000000961	2.0	0.2	2.0	
ENSACAG00000000963	ESF1	5.0	2.0	5.0	3.0
ENSACAG00000000965	ENSACAG00000000965	32.0	5.0	7.0	2.0
ENSACAG00000000966	ENSACAG00000000966	0.7	2.0	1.0	0.1
ENSACAG00000000967	ENSACAG00000000967	68.0	4.0	4.0	2.0
ENSACAG00000000969	MBNL2	61.0	2.0	3.0	9.0
ENSACAG00000000970	ENSACAG00000000970	41.0	6.0	4.0	4.0
ENSACAG00000000971	STK25	35.0	4.0	4.0	3.0
ENSACAG00000000972	ENSACAG00000000972	31.0	44.0	19.0	29.0
ENSACAG00000000973	SLC30A6	29.0	15.0	18.0	7.0
ENSACAG00000000974	CLPTM1L	33.0	6.0	16.0	5.0
ENSACAG00000000975	MAP3K21	2.0	2.0	8.0	0.8
ENSACAG00000000976	ENSACAG00000000976	6.0	17.0	14.0	13.0
ENSACAG00000000977	SLC26A6	0.2		72.0	
ENSACAG00000000978	NTRK2	17.0	0.2	2.0	0.4
ENSACAG00000000979	WASL	25.0	12.0	8.0	5.0
ENSACAG00000000982	ENSACAG00000000982	0.6	0.1	0.3	
ENSACAG00000000983	ENSACAG00000000983	0.1		0.2	0.3
ENSACAG00000000984	NAA16	29.0	12.0	8.0	29.0
ENSACAG00000000985	CTGF	25.0	83.0	22.0	14.0
ENSACAG00000000986	ENSACAG00000000986	0.6	0.3	0.1	
ENSACAG00000000987	ENSACAG00000000987	3.0	0.6	2.0	0.1
ENSACAG00000000988	PLEKHA8	3.0	2.0	6.0	0.5
