# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-GEOD-62778
# Selected columns: 10 (all)
# Timestamp: Fri, 07-Dec-2018 22:18:08
Gene ID	Gene Name	aleurone	basal endosperm transfer layer	central starchy endosperm	conducting zone	plant embryo	plant embryo-surrounding region	nucellus	pericarp	placento-chalazal region	vascular region of the pedicel
Zm00001d001843	Zm00001d001843	7.0	1.0	11.0	17.0	12.0	6.0	11.0	6.0		20.0
Zm00001d001844	Zm00001d001844	27.0	15.0	26.0	38.0	35.0	39.0	15.0	27.0	26.0	23.0
Zm00001d001845	Zm00001d001845	12.0	3.0	10.0	14.0	16.0	3.0	2.0		0.9	3.0
Zm00001d001846	Zm00001d001846	160.0	72.0	214.0	213.0	209.0	67.0	65.0	164.0	81.0	157.0
Zm00001d001847	Zm00001d001847	14.0	9.0	15.0	13.0	26.0	7.0	17.0	25.0	6.0	19.0
Zm00001d001848	Zm00001d001848	48.0	18.0	22.0	29.0	39.0	25.0	96.0	61.0	40.0	55.0
Zm00001d001849	Zm00001d001849	0.4				0.3	0.1		1.0		2.0
Zm00001d001850	Zm00001d001850	0.8	0.9		0.1	1.0	1.0				
Zm00001d001852	umc2186	119.0	84.0	39.0	58.0		18.0	5.0		2.0	
Zm00001d001855	Zm00001d001855	6.0	4.0	7.0	12.0	9.0	14.0	14.0	43.0	5.0	13.0
Zm00001d001856	Zm00001d001856	147.0	54.0	145.0	146.0	133.0	99.0	213.0	206.0	198.0	261.0
Zm00001d001857	Zm00001d001857		6.0	13.0	32.0		0.7		1.0		
Zm00001d001858	Zm00001d001858	0.4							12.0	0.7	4.0
Zm00001d001859	Zm00001d001859	31.0	13.0	24.0	25.0	22.0	16.0	41.0	31.0	59.0	45.0
Zm00001d001860	Zm00001d001860	7.0	0.5	3.0	7.0	8.0	0.2	4.0	16.0	24.0	49.0
Zm00001d001861	Zm00001d001861	6.0	4.0	4.0	6.0	6.0	2.0	7.0	10.0	0.9	9.0
Zm00001d001862	Zm00001d001862	2.0	1.0	6.0	10.0		4.0	10.0	3.0	23.0	4.0
Zm00001d001864	Zm00001d001864	18.0	6.0	14.0	9.0	27.0	8.0	9.0	7.0	4.0	6.0
Zm00001d001865	cytokinin response regulator1		0.5	2.0		2.0	0.4	7.0	12.0	26.0	113.0
Zm00001d001866	Zm00001d001866	5.0	0.5	6.0	3.0	1.0	2.0	11.0	8.0	6.0	9.0
Zm00001d001868	Zm00001d001868	16.0	12.0	14.0	22.0	7.0	18.0	80.0	32.0	24.0	32.0
Zm00001d001869	Zm00001d001869	43.0	11.0	42.0	42.0	41.0	16.0	43.0	26.0	20.0	34.0
Zm00001d001870	Zm00001d001870	17.0	14.0	12.0	13.0	20.0	16.0	28.0	23.0	29.0	28.0
Zm00001d001871	Zm00001d001871	1.0	0.5	1.0	3.0	12.0	0.5		7.0		3.0
Zm00001d001877	Zm00001d001877	8.0	15.0	2.0	4.0	4.0	11.0	4.0	5.0	11.0	11.0
Zm00001d001879	ARF-transcription factor 3	27.0	2.0	18.0	19.0	29.0	16.0	171.0	34.0	15.0	27.0
Zm00001d001880	Zm00001d001880	45.0	7.0	31.0	31.0	50.0	11.0	6.0	17.0	24.0	46.0
Zm00001d001881	Zm00001d001881	37.0	12.0	65.0	52.0	25.0	14.0	19.0	52.0	29.0	60.0
Zm00001d001882	Zm00001d001882	12.0	12.0	15.0	28.0	9.0	16.0	9.0	18.0	10.0	13.0
Zm00001d001883	Zm00001d001883	28.0	21.0	46.0	44.0	9.0	31.0	107.0	102.0	159.0	158.0
Zm00001d001884	Zm00001d001884	54.0	10.0	34.0	22.0	37.0	18.0	11.0	59.0	26.0	33.0
Zm00001d001885	Zm00001d001885	14.0		2.0	0.9	13.0	1.0	20.0	11.0	1.0	19.0
Zm00001d001887	Zm00001d001887					1.0			10.0		1.0
Zm00001d001894	Zm00001d001894	3.0	0.1	5.0	8.0	3.0	11.0				
Zm00001d001895	Zm00001d001895	30.0	15.0	48.0	68.0	33.0	21.0	90.0	32.0	28.0	73.0
Zm00001d001896	Zm00001d001896	20.0	13.0	26.0	27.0	19.0	17.0	18.0	68.0	18.0	24.0
Zm00001d001897	Zm00001d001897	23.0	8.0	12.0	11.0	20.0	12.0	16.0	29.0	14.0	35.0
Zm00001d001898	Zm00001d001898	35.0	14.0	36.0	46.0	30.0	22.0	24.0	39.0	18.0	24.0
Zm00001d001899	acidic ribosomal protein P2a-3	255.0	14.0	267.0	175.0	229.0	35.0	41.0	50.0	31.0	46.0
Zm00001d001900	Zm00001d001900	5.0	30.0		1.0	2.0	13.0	26.0	42.0	60.0	10.0
Zm00001d001901	Zm00001d001901	45.0	12.0	71.0	80.0	55.0	34.0	16.0	50.0	20.0	80.0
Zm00001d001902	Zm00001d001902	16.0	3.0	3.0	2.0	3.0	5.0		2.0	0.6	3.0
Zm00001d001903	Zm00001d001903	75.0	5.0	42.0	17.0	31.0	11.0	20.0	36.0	22.0	20.0
Zm00001d001904	Zm00001d001904	1.0		0.6							
Zm00001d001905	Zm00001d001905	4.0		2.0	2.0	2.0	0.6				2.0
Zm00001d001906	Zm00001d001906	0.7	0.4		0.2		0.6				1.0
Zm00001d001907	Zm00001d001907		0.8		0.8		2.0	2.0		8.0	
Zm00001d001908	Zm00001d001908	10.0	3.0	5.0	3.0	10.0	11.0	19.0	12.0	13.0	42.0
Zm00001d001909	Zm00001d001909	11.0	5.0	26.0	20.0	18.0	8.0	36.0	45.0	16.0	44.0
Zm00001d001910	Zm00001d001910	9.0	1.0	6.0	6.0	7.0	6.0	19.0	11.0	39.0	10.0
Zm00001d001913	ubiquitin conjugating enzyme4	356.0	403.0	492.0	984.0	277.0	361.0	715.0	475.0	349.0	561.0
Zm00001d001914	Zm00001d001914	14.0	14.0	11.0	12.0	18.0	8.0	46.0	28.0	15.0	34.0
Zm00001d001915	Zm00001d001915	2.0	5.0	9.0	3.0		0.8			179.0	162.0
Zm00001d001916	Zm00001d001916	2.0		0.5		7.0	0.1		16.0		0.7
Zm00001d001917	Zm00001d001917	17.0	13.0	21.0	24.0	11.0	17.0	26.0	16.0	11.0	14.0
Zm00001d001918	Zm00001d001918						0.1				
Zm00001d001923	Zm00001d001923	11.0	8.0	14.0	18.0	12.0	13.0	17.0	11.0	18.0	15.0
Zm00001d001924	Zm00001d001924	3.0		2.0	0.3		0.8		3.0		0.4
Zm00001d001927	Zm00001d001927						0.6				
Zm00001d001928	Zm00001d001928	10.0	0.7	3.0	4.0	21.0	1.0	4.0	20.0	0.1	0.5
Zm00001d001929	Zm00001d001929	37.0	16.0	33.0	36.0	34.0	22.0	24.0	59.0	30.0	41.0
Zm00001d001931	Zm00001d001931	6.0						3.0			
Zm00001d001932	Zm00001d001932	34.0	0.6	24.0	9.0	48.0	4.0	27.0	29.0	48.0	16.0
Zm00001d001933	C3H-transcription factor 316	58.0	21.0	65.0	53.0	62.0	37.0	84.0	45.0	8.0	31.0
Zm00001d001934	Zm00001d001934							4.0	11.0		
Zm00001d001935	Zm00001d001935	56.0	11.0	62.0	35.0	19.0	16.0	18.0	12.0	11.0	22.0
Zm00001d001936	G2-like-transcription factor 16								2.0		
Zm00001d001937	Zm00001d001937	11.0	4.0		2.0	21.0	10.0	15.0	15.0	6.0	21.0
Zm00001d001939	Zm00001d001939	34.0	12.0	24.0	21.0	120.0	16.0	37.0	76.0	15.0	67.0
Zm00001d001940	Zm00001d001940	53.0	11.0	27.0	20.0	42.0	31.0	35.0	88.0	15.0	48.0
Zm00001d001941	invertase cell wall4							0.6	0.7		
Zm00001d001943	Zm00001d001943						0.1				14.0
Zm00001d001945	ARF-transcription factor 4	0.5				25.0	2.0	0.2			
Zm00001d001946	Zm00001d001946	20.0	2.0	17.0	8.0	22.0	3.0	11.0	40.0	8.0	15.0
Zm00001d001947	Zm00001d001947	21.0	6.0	14.0	11.0	17.0	12.0	58.0	64.0	44.0	42.0
Zm00001d001949	Zm00001d001949	11.0	8.0	7.0	13.0	8.0	12.0	16.0	12.0	9.0	17.0
Zm00001d001951	Zm00001d001951	319.0	67.0	129.0	103.0	253.0	135.0	526.0	238.0	294.0	372.0
Zm00001d001952	Zm00001d001952	4.0	2.0	7.0	3.0	26.0	6.0	31.0	13.0	41.0	21.0
Zm00001d001953	Zm00001d001953	33.0	2.0	22.0	6.0	20.0	18.0	11.0	73.0	11.0	4.0
Zm00001d001959	Zm00001d001959	27.0	5.0	11.0	10.0	23.0	6.0	18.0	60.0	18.0	22.0
Zm00001d001960	flavanone 3-hydroxylase1							3.0	30.0	6.0	
Zm00001d001962	Zm00001d001962	36.0	33.0	55.0	59.0	32.0	40.0	79.0	67.0	39.0	59.0
Zm00001d001964	Zm00001d001964		1.0		0.9			3.0	3.0		
Zm00001d001966	Zm00001d001966	191.0	103.0	175.0	216.0	112.0	112.0	96.0	128.0	92.0	136.0
Zm00001d001967	Zm00001d001967	11.0	4.0	9.0	11.0	23.0	5.0	43.0	14.0	4.0	17.0
Zm00001d001968	Zm00001d001968	72.0	24.0	42.0	63.0	88.0	40.0	110.0	75.0	34.0	95.0
Zm00001d001970	Zm00001d001970	40.0	21.0	57.0	42.0	40.0	23.0	20.0	21.0	38.0	11.0
Zm00001d001971	Zm00001d001971	1.0	0.5	0.2	1.0		2.0				
Zm00001d001972	Zm00001d001972	19.0	5.0	23.0	19.0	44.0	9.0	16.0	26.0	20.0	24.0
Zm00001d001973	Zm00001d001973	90.0	11.0	65.0	44.0	56.0	18.0	15.0	43.0	30.0	33.0
Zm00001d001974	Zm00001d001974	19.0	5.0	22.0	13.0	31.0	9.0	6.0	20.0	16.0	27.0
Zm00001d001978	Zm00001d001978	19.0	9.0	23.0	20.0	21.0	14.0	59.0	34.0	18.0	73.0
Zm00001d001979	Zm00001d001979	116.0	17.0	52.0	44.0	80.0	47.0	93.0	229.0	156.0	159.0
Zm00001d001980	Zm00001d001980	51.0	23.0	30.0	27.0	38.0	23.0	26.0	22.0	39.0	36.0
Zm00001d001982	Zm00001d001982									23.0	2.0
Zm00001d001983	Zm00001d001983	53.0	30.0	61.0	51.0	37.0	21.0	27.0	53.0	33.0	28.0
Zm00001d001984	Zm00001d001984	1.0		1.0			0.3	441.0	183.0	139.0	3.0
Zm00001d001987	Zm00001d001987	13.0	2.0	21.0	15.0	12.0	7.0	16.0	9.0	5.0	8.0
Zm00001d001988	Zm00001d001988	72.0	37.0	108.0	129.0	74.0	87.0	231.0	175.0	152.0	177.0
Zm00001d001989	Zm00001d001989	9.0		0.6		4.0	0.5		273.0	285.0	8.0
Zm00001d001990	GRMZM2G391746					5.0					
Zm00001d001993	Zm00001d001993	0.3		0.6		0.3					
Zm00001d001994	Zm00001d001994	80.0	4.0	29.0	16.0	82.0	19.0	6.0	18.0	6.0	20.0
Zm00001d001995	Zm00001d001995	13.0	2.0	4.0	6.0	19.0	5.0	2.0	8.0		18.0
Zm00001d001996	Zm00001d001996							1.0		4.0	
Zm00001d001997	Zm00001d001997	5.0	2.0	6.0	9.0	8.0	7.0	19.0	1.0	2.0	12.0
Zm00001d001999	Zm00001d001999	82.0	19.0	60.0	39.0	44.0	22.0	29.0	72.0	18.0	42.0
Zm00001d002000	lipoxygenase6						0.1		45.0		0.7
Zm00001d002001	Zm00001d002001								5.0		
Zm00001d002003	Zm00001d002003	65.0	16.0	41.0	25.0	25.0	33.0	36.0	36.0	25.0	35.0
Zm00001d002004	Zm00001d002004	1.0	3.0	12.0	3.0	53.0	1.0	0.9	26.0	1.0	0.5
Zm00001d002006	plasma-membrane H+ATPase2	69.0	112.0	9.0	19.0	56.0	24.0	17.0	56.0	11.0	171.0
Zm00001d002011	AP2-EREBP-transcription factor 45		18.0						5.0		
Zm00001d002012	Zm00001d002012	3.0	0.5	7.0	6.0	41.0	5.0	44.0	36.0	11.0	24.0
Zm00001d002019	Zm00001d002019						1.0		11.0		
Zm00001d002020	Zm00001d002020	0.7								1.0	6.0
Zm00001d002021	Zm00001d002021									3.0	
Zm00001d002022	calcium exchanger2	14.0	9.0	23.0	26.0	15.0	13.0	11.0	16.0	1.0	18.0
Zm00001d002023	GRAS-transcription factor 35										1.0
Zm00001d002024	Zm00001d002024	40.0	14.0	47.0	39.0	170.0	28.0	464.0	338.0	133.0	217.0
Zm00001d002025	AP2-EREBP-transcription factor 24					31.0	2.0				
Zm00001d002026	Zm00001d002026	2.0				1.0	0.2		19.0	2.0	15.0
Zm00001d002027	Zm00001d002027	202.0	99.0	260.0	232.0	173.0	128.0	126.0	150.0	65.0	166.0
Zm00001d002028	Zm00001d002028	112.0	34.0	115.0	96.0	98.0	48.0	62.0	102.0	116.0	148.0
Zm00001d002029	ZIM-transcription factor 32	17.0	8.0	4.0	3.0	54.0	14.0	8.0	43.0	19.0	62.0
Zm00001d002032	Zm00001d002032	11.0	5.0	7.0	9.0	13.0	8.0	45.0	32.0	8.0	29.0
Zm00001d002033	Zm00001d002033	14.0	21.0	20.0	14.0	40.0	25.0	138.0	69.0	55.0	145.0
Zm00001d002034	Zm00001d002034	83.0	27.0	46.0	41.0	103.0	38.0	37.0	46.0	48.0	52.0
Zm00001d002035	Zm00001d002035	1.0	0.5	0.5	0.2			395.0	2.0	181.0	67.0
Zm00001d002036	Zm00001d002036	18.0	8.0	17.0	23.0	10.0	19.0	21.0	19.0	6.0	28.0
Zm00001d002037	Zm00001d002037									2.0	
Zm00001d002038	anti-sigma factor antagonist domain of sulfate transporter91					26.0					4.0
Zm00001d002039	Zm00001d002039	0.8	2.0	0.2		2.0	0.4		3.0		3.0
Zm00001d002040	Zm00001d002040	0.1			0.2			1.0			
Zm00001d002043	Zm00001d002043				1.0	1.0	0.5	0.9			1.0
Zm00001d002044	Zm00001d002044						0.4				0.9
Zm00001d002046	Zm00001d002046	5.0	2.0	4.0	3.0	11.0	3.0	14.0	73.0	20.0	23.0
Zm00001d002047	Zm00001d002047						1.0			47.0	
Zm00001d002048	Zm00001d002048	1.0					0.3				
Zm00001d002051	Zm00001d002051	365.0	20.0	334.0	115.0	360.0	24.0	57.0	81.0	125.0	126.0
Zm00001d002052	Zm00001d002052	7.0		10.0	1.0	3.0	3.0	2.0	78.0	17.0	67.0
Zm00001d002053	Zm00001d002053	50.0	8.0	30.0	15.0	86.0	22.0	23.0	36.0	25.0	31.0
Zm00001d002054	photosynthetic electron transport3	3.0	1.0	4.0	8.0	15.0	0.6		14.0	9.0	5.0
Zm00001d002055	Zm00001d002055							46.0		13.0	
Zm00001d002056	Zm00001d002056	27.0	3.0	3.0	6.0	21.0	2.0	1.0	5.0	0.2	2.0
Zm00001d002058	Zm00001d002058	39.0	9.0	30.0	36.0	65.0	31.0	25.0	53.0	10.0	43.0
Zm00001d002063	Zm00001d002063	7.0	1.0	2.0	2.0	1.0	0.8	2.0	5.0		2.0
Zm00001d002064	Zm00001d002064	4.0	2.0	16.0	21.0	3.0	3.0	21.0	19.0	2.0	36.0
Zm00001d002065	maize insect resistance3	0.1	2.0	1.0	0.5	2.0	0.2	1.0	92.0	21.0	97.0
Zm00001d002066	Zm00001d002066			3.0	3.0		3.0	7.0	29.0	125.0	10.0
Zm00001d002067	Zm00001d002067	1.0	0.4	3.0	3.0		2.0	3.0	12.0	25.0	17.0
Zm00001d002068	Zm00001d002068	46.0	0.1	9.0	2.0	58.0	1.0	2.0	33.0	0.9	6.0
Zm00001d002069	Zm00001d002069	25.0	16.0	13.0	7.0				5.0	68.0	34.0
Zm00001d002072	Zm00001d002072								7.0		
Zm00001d002075	AP2-EREBP-transcription factor 197	2.0	0.3	0.3	0.2	3.0	0.5	9.0	34.0	0.3	19.0
Zm00001d002079	AP2-EREBP-transcription factor 47								7.0		3.0
Zm00001d002080	Zm00001d002080	35.0	7.0	45.0	31.0	80.0	32.0	66.0	72.0	72.0	43.0
Zm00001d002082	Zm00001d002082	10.0	1.0	10.0	7.0	19.0	3.0	2.0	5.0	0.4	3.0
Zm00001d002083	Zm00001d002083	2.0				4.0					
Zm00001d002084	Zm00001d002084	18.0	6.0	13.0	12.0	36.0	10.0	34.0	27.0	10.0	47.0
Zm00001d002085	Zm00001d002085	9.0	0.3	0.2		18.0	3.0	2.0	56.0	15.0	20.0
Zm00001d002086	Zm00001d002086	13.0	4.0	8.0	3.0	14.0	3.0	11.0	20.0	0.3	8.0
Zm00001d002087	Zm00001d002087	9.0	2.0	5.0	9.0	6.0	5.0	266.0	21.0	12.0	22.0
Zm00001d002088	Zm00001d002088							2.0	4.0		
Zm00001d002089	Zm00001d002089	10.0	2.0	26.0	17.0	24.0	4.0	3.0	9.0	6.0	15.0
Zm00001d002090	Zm00001d002090	58.0	6.0	62.0	49.0	32.0	24.0	13.0	27.0	3.0	5.0
Zm00001d002091	Zm00001d002091	14.0	4.0	4.0	12.0	22.0	10.0	9.0	80.0	5.0	18.0
Zm00001d002093	Zm00001d002093								9.0		
Zm00001d002094	Zm00001d002094								11.0		
Zm00001d002095	Zm00001d002095	30.0	13.0	32.0	35.0	27.0	35.0	18.0	80.0	2.0	22.0
Zm00001d002096	Zm00001d002096								2.0		
Zm00001d002097	Zm00001d002097					19.0		1.0			1.0
Zm00001d002098	Zm00001d002098	8.0	2.0	6.0	9.0	10.0	3.0	12.0	5.0	13.0	6.0
Zm00001d002099	Zm00001d002099	17.0	17.0	6.0	10.0	21.0	28.0	12.0	30.0	8.0	20.0
Zm00001d002100	Zm00001d002100				1.0		0.6		1.0	0.6	4.0
Zm00001d002101	Zm00001d002101										3.0
Zm00001d002103	Zm00001d002103	32.0	0.7	3.0	1.0	43.0	3.0	15.0	8.0	2.0	9.0
Zm00001d002104	Zm00001d002104	25.0	4.0	19.0	12.0	13.0	10.0	17.0	15.0	34.0	17.0
Zm00001d002105	Zm00001d002105	76.0	19.0	61.0	39.0	66.0	32.0	18.0	117.0	78.0	28.0
Zm00001d002106	Zm00001d002106									1.0	
Zm00001d002108	Zm00001d002108								2.0		
Zm00001d002111	Zm00001d002111	13.0	4.0	9.0	18.0	12.0	10.0	15.0	17.0	3.0	10.0
Zm00001d002112	Zm00001d002112	0.9									2.0
Zm00001d002113	Zm00001d002113	7.0	4.0	9.0	8.0	14.0	6.0	14.0	19.0	8.0	12.0
Zm00001d002115	Zm00001d002115	274.0	31.0	139.0	119.0	110.0	54.0	19.0	18.0	0.6	3.0
Zm00001d002119	Zm00001d002119	2.0	1.0	0.3	0.4	17.0	0.5		3.0		
Zm00001d002121	Zm00001d002121					0.9	0.2	0.9	1.0		
Zm00001d002122	Zm00001d002122	20.0	20.0	62.0	50.0	9.0	30.0	157.0	150.0	66.0	65.0
Zm00001d002125	nuclear RNA polymerase D2/E2	37.0	9.0	13.0	15.0	69.0	25.0	18.0	39.0	26.0	42.0
Zm00001d002126	Zm00001d002126	7.0	7.0	7.0	8.0	8.0	8.0	29.0	106.0	33.0	44.0
Zm00001d002127	Zm00001d002127		2.0	3.0	2.0	9.0	1.0	6.0			20.0
Zm00001d002128	Zm00001d002128	24.0	31.0	68.0	97.0	43.0	56.0	102.0	62.0	1213.0	259.0
Zm00001d002129	Zm00001d002129	6.0	4.0	5.0	8.0	11.0	6.0	12.0	6.0	5.0	3.0
Zm00001d002130	Zm00001d002130	1.0	1.0	0.3	0.3	2.0	0.7	5.0	5.0	4.0	2.0
Zm00001d002131	Zm00001d002131	1.0	4.0	0.2	5.0	1.0	8.0	17.0	13.0	17.0	15.0
Zm00001d002134	Zm00001d002134		0.8			1.0		2.0			
Zm00001d002135	Zm00001d002135	19.0	13.0	9.0	14.0	25.0	5.0	24.0	57.0	25.0	62.0
Zm00001d002136	Zm00001d002136			4.0	4.0				1.0		
Zm00001d002137	precursor elicitor peptide1	170.0	0.7		0.6	36.0	14.0	15.0	17.0	57.0	
Zm00001d002138	precursor elicitor peptide3									18.0	
Zm00001d002139	Zm00001d002139								0.7		
Zm00001d002140	Zm00001d002140	15.0	10.0	17.0	24.0	11.0	14.0	10.0	23.0	7.0	9.0
Zm00001d002141	Zm00001d002141	64.0	20.0	26.0	47.0	148.0	25.0	23.0	54.0	37.0	47.0
Zm00001d002143	bZIP-transcription factor 27	6.0	7.0	3.0	8.0	4.0	9.0	4.0	4.0	7.0	7.0
Zm00001d002145	Zm00001d002145	60.0	42.0	47.0	61.0	47.0	38.0	37.0	41.0	16.0	33.0
Zm00001d002146	Zm00001d002146				0.3		0.1				0.6
Zm00001d002147	Zm00001d002147	9.0	0.6	6.0	4.0	8.0	3.0	12.0	5.0	6.0	9.0
Zm00001d002148	Zm00001d002148	26.0	16.0	51.0	44.0	19.0	23.0	66.0	73.0	96.0	91.0
Zm00001d002149	Zm00001d002149	4.0	3.0	4.0	3.0	7.0	3.0	18.0	9.0	7.0	9.0
Zm00001d002150	Zm00001d002150						0.2			1.0	
Zm00001d002153	Zm00001d002153	13.0	8.0	6.0	10.0	17.0	8.0	7.0	19.0	12.0	6.0
Zm00001d002154	meiotic recombination protein 11 homolog A	13.0	2.0	10.0	11.0	14.0	5.0	8.0	12.0	7.0	5.0
Zm00001d002155	Zm00001d002155	219.0	76.0	158.0	141.0	120.0	96.0	127.0	200.0	113.0	199.0
Zm00001d002156	Zm00001d002156	88.0	40.0	101.0	88.0	82.0	53.0	12.0	37.0	95.0	55.0
Zm00001d002157	Zm00001d002157	10.0	0.6	5.0	6.0	7.0	3.0	7.0	11.0	2.0	1.0
Zm00001d002158	Zm00001d002158	10.0	15.0	19.0	27.0	24.0	55.0	116.0	49.0	96.0	23.0
Zm00001d002159	Zm00001d002159	6.0	25.0	21.0	32.0	14.0	17.0	373.0	117.0	130.0	31.0
Zm00001d002160	Zm00001d002160	19.0	2.0	18.0	4.0	4.0	2.0	182.0	92.0	588.0	62.0
Zm00001d002161	Zm00001d002161			6.0	5.0	4.0	1.0	100.0	12.0	82.0	
Zm00001d002163	diacylglycerol kinase3	19.0	4.0	10.0	9.0	12.0	8.0	7.0	22.0	33.0	14.0
Zm00001d002164	Zm00001d002164	7.0	8.0	8.0	10.0	17.0	11.0	30.0	25.0	16.0	18.0
Zm00001d002166	Zm00001d002166	63.0	15.0	48.0	40.0	57.0	31.0	59.0	25.0	24.0	35.0
Zm00001d002168	Zm00001d002168									0.3	
Zm00001d002169	Zm00001d002169	127.0	27.0	148.0	94.0	97.0	44.0	52.0	35.0	44.0	53.0
Zm00001d002172	Zm00001d002172	2.0	1.0	3.0	8.0	2.0	2.0	0.8	2.0	0.2	2.0
Zm00001d002174	Zm00001d002174	0.3		0.3	0.3	0.3	0.1	2.0	1.0	0.3	1.0
Zm00001d002175	Zm00001d002175	8.0	3.0	11.0	4.0	1.0	12.0	3.0	100.0	9.0	51.0
Zm00001d002178	Zm00001d002178	1.0	0.2	0.3	2.0	1.0	0.6	0.6	2.0	1.0	0.3
Zm00001d002181	Zm00001d002181				0.4		0.2	1.0	0.5		
Zm00001d002184	Zm00001d002184	33.0	11.0	28.0	28.0	29.0	18.0	6.0	25.0		1.0
Zm00001d002185	Zm00001d002185	25.0	4.0	23.0	11.0	17.0	7.0	2.0	20.0	7.0	15.0
Zm00001d002186	divergent spindle1	101.0	2.0	32.0	18.0	104.0	6.0	38.0	49.0	0.5	20.0
Zm00001d002188	Zm00001d002188								1.0		3.0
Zm00001d002190	severe depolymerization of actin1	100.0	20.0	126.0	71.0	120.0	44.0	10.0	36.0	24.0	60.0
Zm00001d002191	Zm00001d002191	2.0									
Zm00001d002192	Zm00001d002192	1.0		0.8	0.3	4.0			0.6		
Zm00001d002198	Zm00001d002198			0.5	0.7						
Zm00001d002199	Zm00001d002199			0.3	0.6						
Zm00001d002208	Zm00001d002208							0.6			
Zm00001d002211	Zm00001d002211	0.4									
Zm00001d002215	Zm00001d002215						0.3	6.0	3.0		
Zm00001d002216	Zm00001d002216	2.0	0.4	0.3	0.5	0.2	1.0	7.0	1.0	0.2	
Zm00001d002217	Zm00001d002217		0.1		0.3	0.5	0.1	3.0			
Zm00001d002218	Zm00001d002218							3.0			
Zm00001d002232	Zm00001d002232		0.3	1.0			0.2				
Zm00001d002234	Homeobox-transcription factor 75	43.0	0.5	0.1		21.0	3.0	2.0	6.0	9.0	
Zm00001d002235	Zm00001d002235	12.0	4.0	10.0	7.0	26.0	14.0	20.0	32.0	10.0	20.0
Zm00001d002236	Zm00001d002236					2.0	1.0		2.0		
Zm00001d002238	Zm00001d002238							1.0	1.0	3.0	3.0
Zm00001d002239	Zm00001d002239	2.0	0.9	2.0	2.0	5.0	2.0	12.0	5.0	3.0	2.0
Zm00001d002240	Zm00001d002240	11.0	0.5	7.0	8.0	14.0	3.0	14.0	78.0	2.0	22.0
Zm00001d002241	Zm00001d002241	21.0	3.0	24.0	16.0	25.0	4.0	22.0	14.0	10.0	40.0
Zm00001d002242	Zm00001d002242				0.6		0.1	2.0			
Zm00001d002243	Zm00001d002243	52.0	60.0	70.0	90.0	65.0	58.0	54.0	42.0	42.0	42.0
Zm00001d002244	Zm00001d002244	143.0	65.0	225.0	198.0	178.0	82.0	115.0	158.0	81.0	137.0
Zm00001d002246	polyketide synthesis homolog1	44.0	9.0	21.0	22.0	35.0	14.0	12.0	97.0	66.0	121.0
Zm00001d002250	Zm00001d002250	39.0	12.0	31.0	26.0	34.0	17.0	14.0	26.0	10.0	23.0
Zm00001d002252	Zm00001d002252	18.0		0.6	0.5	26.0	0.1	1.0	68.0	0.5	11.0
Zm00001d002253	Zm00001d002253	183.0	21.0	339.0	138.0	186.0	57.0	5.0	73.0	35.0	57.0
Zm00001d002256	Zm00001d002256	8.0	5.0	3.0	8.0	30.0	4.0	4.0	11.0	0.8	4.0
Zm00001d002257	autophagy8c	28.0	23.0	31.0	40.0	21.0	39.0	410.0	136.0	227.0	205.0
Zm00001d002258	Zm00001d002258	15.0	3.0	21.0	12.0	17.0	6.0	17.0	39.0	10.0	42.0
Zm00001d002259	Zm00001d002259	23.0	20.0	42.0	42.0	16.0	25.0	15.0	32.0	19.0	28.0
Zm00001d002260	Zm00001d002260	22.0	0.1	104.0	24.0		0.1	0.4	1.0	4.0	
Zm00001d002261	Zm00001d002261	12.0		0.4		2.0	0.7	8.0	22.0	21.0	5.0
Zm00001d002262	Zm00001d002262	1.0				6.0	2.0		2.0		
Zm00001d002263	Zm00001d002263	1.0		2.0	3.0	6.0			4.0		
Zm00001d002266	Zm00001d002266	6.0	0.5	0.3	0.7	22.0	12.0	56.0	23.0	25.0	30.0
Zm00001d002267	Zm00001d002267	17.0	15.0	22.0	27.0	31.0	25.0	352.0	110.0	139.0	108.0
Zm00001d002269	Zm00001d002269										0.5
Zm00001d002271	Zm00001d002271	0.4		1.0	1.0		0.3	0.8	5.0	9.0	0.9
Zm00001d002272	Zm00001d002272	20.0	7.0	17.0	14.0	18.0	6.0	28.0	24.0	6.0	28.0
Zm00001d002274	Zm00001d002274	24.0		0.9	1.0	51.0	14.0	2.0	64.0		0.7
Zm00001d002275	Zm00001d002275	81.0	12.0	19.0	34.0	51.0	22.0	16.0	74.0	11.0	11.0
Zm00001d002276	Zm00001d002276		718.0		2.0		13.0			47.0	
Zm00001d002277	Zm00001d002277	0.4	10.0	0.2	2.0	1.0	0.8	2.0	13.0	4.0	
Zm00001d002278	Zm00001d002278					1.0			26.0	0.9	2.0
Zm00001d002282	Zm00001d002282	15.0	15.0	12.0	10.0	11.0	10.0	53.0	21.0	5.0	10.0
Zm00001d002283	Zm00001d002283	4.0	0.5	2.0	2.0	3.0	0.2	3.0	14.0	25.0	3.0
Zm00001d002284	Zm00001d002284	68.0	11.0	98.0	46.0	35.0	17.0	200.0	155.0	29.0	55.0
Zm00001d002286	Zm00001d002286				1.0						
Zm00001d002287	Zm00001d002287			0.5		4.0			6.0	0.2	
Zm00001d002288	bHLH-transcription factor 148					26.0	0.3	0.5	7.0		1.0
