# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2797
# Selected columns: 9 (all)
# Timestamp: Fri, 24-Aug-2018 23:04:26
Gene ID	Gene Name	brain	colon	heart	kidney	liver	lung	skeletal muscle tissue	spleen	testis
ENSGALG00000000814	HNRNPR	67.0	100.0	35.0	64.0	36.0	122.0	35.0	141.0	55.0
ENSGALG00000000816	ENSGALG00000000816	35.0	16.0	3.0	7.0	10.0	36.0	7.0	44.0	33.0
ENSGALG00000000817	ZNF821	53.0	39.0	21.0	23.0	12.0	41.0	15.0	58.0	47.0
ENSGALG00000000818	LRRC32	0.8	6.0	0.7	4.0	0.3	5.0	0.9	0.7	1.0
ENSGALG00000000820	HTR1D	14.0	0.4	0.1	4.0	4.0	1.0		2.0	16.0
ENSGALG00000000824	ENSGALG00000000824	1.0	24.0	10.0	6.0	15.0	69.0	1.0	8.0	10.0
ENSGALG00000000830	EMSY	5.0	18.0	2.0	10.0	5.0	16.0	2.0	31.0	39.0
ENSGALG00000000835	ENSGALG00000000835	27.0	79.0	16.0	24.0	27.0	26.0	7.0	31.0	40.0
ENSGALG00000000836	RFX5	11.0	19.0	9.0	8.0	8.0	17.0	7.0	28.0	16.0
ENSGALG00000000838	THAP12	5.0	12.0	2.0	6.0	6.0	17.0	4.0	18.0	38.0
ENSGALG00000000839	WNT11	0.6	0.1	0.1	3.0	9.0	65.0	0.1		4.0
ENSGALG00000000843	DOT1L	11.0	15.0	8.0	14.0	5.0	23.0	27.0	36.0	66.0
ENSGALG00000000845	UVRAG	12.0	22.0	3.0	16.0	16.0	45.0	7.0	42.0	36.0
ENSGALG00000000847	GARNL3	17.0	20.0	7.0	28.0	10.0	43.0	23.0	42.0	27.0
ENSGALG00000000848	AP1G1	58.0	95.0	16.0	69.0	39.0	75.0	25.0	125.0	94.0
ENSGALG00000000853	SLC2A8	27.0	50.0	11.0	35.0	22.0	58.0	7.0	90.0	55.0
ENSGALG00000000855	ZMPSTE24	31.0	54.0	9.0	29.0	32.0	54.0	9.0	74.0	28.0
ENSGALG00000000856	EIF2D	15.0	53.0	36.0	25.0	26.0	40.0	22.0	52.0	64.0
ENSGALG00000000857	NMT1	48.0	77.0	74.0	38.0	36.0	46.0	51.0	55.0	62.0
ENSGALG00000000862	RLF	4.0	14.0	3.0	8.0	5.0	21.0	1.0	24.0	29.0
ENSGALG00000000863	DYRK3	2.0	19.0	12.0	12.0	5.0	36.0	0.5	13.0	1167.0
ENSGALG00000000864	FBXW2	13.0	23.0	10.0	17.0	11.0	28.0	10.0	37.0	18.0
ENSGALG00000000866	ENSGALG00000000866	4.0	158.0	26.0	77.0	40.0	106.0	12.0	26.0	5.0
ENSGALG00000000868	RNF121	44.0	57.0	22.0	34.0	28.0	34.0	8.0	38.0	59.0
ENSGALG00000000870	DCAKD	2.0	6.0	3.0	8.0	3.0	5.0	1.0	4.0	26.0
ENSGALG00000000871	MADPRT		0.6	1.0		2.0	3.0	0.4	5.0	0.1
ENSGALG00000000875	PHLPP2	7.0	18.0	2.0	12.0	7.0	15.0	1.0	35.0	31.0
ENSGALG00000000881	GPATCH3	3.0	13.0	7.0	6.0	4.0	25.0	4.0	17.0	34.0
ENSGALG00000000883	MAPKAPK2	37.0	243.0	635.0	171.0	214.0	249.0	323.0	231.0	42.0
ENSGALG00000000884	CXXC5	46.0	2.0	12.0	52.0	23.0	8.0	25.0	8.0	20.0
ENSGALG00000000887	NR0B2	0.2	46.0	0.1	0.3	46.0	0.2			12.0
ENSGALG00000000891	NSUN5	1.0	2.0	1.0	2.0	1.0	2.0	0.4	3.0	1.0
ENSGALG00000000892	IL10	0.2	0.1		0.3	0.1	1.0		0.7	
ENSGALG00000000893	TAT	0.1	0.6	0.2	0.3	834.0	1.0		0.4	17.0
ENSGALG00000000894	APCDD1	21.0	47.0	0.7	4.0	0.4	73.0		2.0	6.0
ENSGALG00000000895	NUDC	106.0	99.0	37.0	57.0	56.0	54.0	49.0	84.0	187.0
ENSGALG00000000901	CHST4		42.0			4.0	0.5		0.2	0.6
ENSGALG00000000902	KDF1	4.0	49.0	0.2	20.0	10.0	12.0		2.0	13.0
ENSGALG00000000903	TERF2IP	19.0	45.0	28.0	30.0	26.0	164.0	20.0	57.0	29.0
ENSGALG00000000905	PSMB4	223.0	261.0	268.0	242.0	212.0	261.0	328.0	215.0	415.0
ENSGALG00000000906	ENSGALG00000000906	4.0	14.0	0.7	10.0	4.0	10.0	2.0	12.0	25.0
ENSGALG00000000907	KARS	88.0	171.0	106.0	122.0	98.0	502.0	83.0	209.0	104.0
ENSGALG00000000908	ADAT1	11.0	17.0	14.0	16.0	6.0	74.0	8.0	32.0	24.0
ENSGALG00000000909	GFAP	147.0	0.1	0.2			0.1		0.1	0.4
ENSGALG00000000911	IL19									0.8
ENSGALG00000000913	ENSGALG00000000913	3.0	13.0	0.7	10.0	2.0	6.0	0.2	4.0	22.0
ENSGALG00000000914	ENSGALG00000000914	0.1	0.1		0.1					17.0
ENSGALG00000000918	ENSGALG00000000918	10.0	3.0	0.7	7.0	0.9	3.0	0.2	2.0	291.0
ENSGALG00000000919	PIGR	0.1	3865.0	0.3	17.0	2647.0	18.0	0.4	2.0	1.0
ENSGALG00000000920	CGN	1.0	96.0	4.0	20.0	41.0	98.0	0.2	0.8	16.0
ENSGALG00000000927	ANGPTL2	3.0	53.0	9.0	5.0	4.0	69.0	15.0	60.0	27.0
ENSGALG00000000934	ZBTB43	3.0	11.0	0.9	7.0	4.0	13.0	2.0	23.0	9.0
ENSGALG00000000943	WDTC1	33.0	74.0	21.0	67.0	87.0	122.0	73.0	93.0	321.0
ENSGALG00000000944	SUPT4H1	136.0	134.0	61.0	106.0	66.0	131.0	39.0	171.0	77.0
ENSGALG00000000946	PFDN1	80.0	61.0	97.0	67.0	55.0	57.0	97.0	61.0	183.0
ENSGALG00000000949	HBEGF	2.0	7.0	5.0	18.0	8.0	5.0	3.0	8.0	0.5
ENSGALG00000000950	MVB12B	59.0	27.0	11.0	40.0	22.0	44.0	18.0	56.0	26.0
ENSGALG00000000955	TMEM222	52.0	50.0	15.0	38.0	19.0	47.0	7.0	76.0	58.0
ENSGALG00000000962	PUS3	4.0	9.0	5.0	5.0	4.0	9.0	1.0	13.0	6.0
ENSGALG00000000966	ENSGALG00000000966	6.0	7.0	3.0	9.0	4.0	5.0	2.0	7.0	33.0
ENSGALG00000000972	PBX3	34.0	39.0	4.0	16.0	6.0	15.0	3.0	15.0	9.0
ENSGALG00000000975	C1orf174	13.0	28.0	8.0	19.0	8.0	27.0	6.0	37.0	27.0
ENSGALG00000000977	MAPKAP1	15.0	44.0	10.0	23.0	13.0	37.0	18.0	44.0	13.0
ENSGALG00000000978	CEP104	20.0	19.0	2.0	10.0	2.0	17.0	0.7	14.0	477.0
ENSGALG00000000980	ENSGALG00000000980	74.0	80.0	26.0	64.0	46.0	86.0	38.0	99.0	58.0
ENSGALG00000000988	EFTUD2	50.0	56.0	20.0	35.0	25.0	62.0	19.0	76.0	88.0
ENSGALG00000000990	SRSF6	184.0	265.0	111.0	190.0	112.0	339.0	83.0	424.0	172.0
ENSGALG00000000991	TAF12	42.0	47.0	43.0	30.0	16.0	68.0	54.0	73.0	86.0
ENSGALG00000000993	GAPVD1	16.0	30.0	9.0	26.0	11.0	48.0	11.0	47.0	30.0
ENSGALG00000000994	ENSGALG00000000994	0.2	0.3	1.0	0.2	0.3	2.0		3.0	0.5
ENSGALG00000000996	ENSGALG00000000996	38.0	40.0	13.0	34.0	15.0	56.0	10.0	57.0	35.0
ENSGALG00000000997	GJC1	9.0	24.0	16.0	8.0	3.0	30.0	8.0	14.0	31.0
ENSGALG00000000998	MTFR1L	43.0	56.0	154.0	55.0	43.0	111.0	93.0	93.0	130.0
ENSGALG00000000999	ZNF319	12.0	12.0	6.0	8.0	5.0	11.0	6.0	10.0	17.0
ENSGALG00000001000	ENSGALG00000001000	196.0	295.0	87.0	162.0	257.0	325.0	72.0	421.0	367.0
ENSGALG00000001003	SEPN1	15.0	41.0	7.0	36.0	30.0	59.0	10.0	47.0	36.0
ENSGALG00000001006	TP73	0.9	7.0	0.2	2.0	1.0	6.0	0.1	25.0	11.0
ENSGALG00000001013	PPP6C	38.0	59.0	28.0	34.0	27.0	66.0	30.0	74.0	26.0
ENSGALG00000001014	ARPC5L	16.0	26.0	12.0	18.0	14.0	21.0	7.0	37.0	74.0
ENSGALG00000001017	WRAP73	4.0	15.0	6.0	6.0	4.0	20.0	2.0	20.0	68.0
ENSGALG00000001019	BTBD2	47.0	27.0	21.0	20.0	13.0	27.0	34.0	28.0	29.0
ENSGALG00000001021	MYOCD	0.2	41.0	14.0	0.9	2.0	9.0	11.0	2.0	7.0
ENSGALG00000001022	CCDC43	23.0	34.0	20.0	18.0	13.0	38.0	33.0	41.0	29.0
ENSGALG00000001024	TPRG1L	426.0	253.0	100.0	185.0	38.0	272.0	65.0	239.0	573.0
ENSGALG00000001025	GOLGA1	9.0	25.0	3.0	14.0	6.0	45.0	7.0	41.0	21.0
ENSGALG00000001028	RNF43	0.3	9.0		4.0	19.0	9.0		2.0	2.0
ENSGALG00000001030	SCAMP4	37.0	45.0	11.0	43.0	24.0	36.0	11.0	44.0	19.0
ENSGALG00000001031	HSF5	0.2	4.0	0.1	0.5	0.3	0.4	5.0	0.3	278.0
ENSGALG00000001034	AAR2	20.0	25.0	6.0	20.0	10.0	33.0	4.0	33.0	9.0
ENSGALG00000001035	ENSGALG00000001035	2.0	1.0		0.3	29.0	0.4		0.7	6.0
ENSGALG00000001036	ELAC2	9.0	18.0	5.0	12.0	7.0	10.0	4.0	20.0	18.0
ENSGALG00000001037	SCAI	6.0	8.0	0.6	5.0	2.0	8.0	1.0	16.0	37.0
ENSGALG00000001038	MAN1C1	56.0	47.0	15.0	40.0	35.0	57.0	6.0	145.0	155.0
ENSGALG00000001042	MTMR4	31.0	30.0	1.0	50.0	17.0	17.0	6.0	36.0	10.0
ENSGALG00000001043	REXO1	12.0	29.0	11.0	12.0	9.0	34.0	11.0	30.0	108.0
ENSGALG00000001046	DLGAP4	101.0	34.0	6.0	16.0	4.0	34.0	14.0	25.0	130.0
ENSGALG00000001048	OLFML2A	21.0	44.0	70.0	54.0	19.0	353.0	28.0	56.0	8.0
ENSGALG00000001049	ENSGALG00000001049	1.0	52.0	2.0	11.0	6.0	18.0	0.5	15.0	9.0
ENSGALG00000001051	LDLRAP1	2.0	34.0	9.0	22.0	15.0	39.0	8.0	80.0	30.0
ENSGALG00000001054	ENSGALG00000001054	68.0	118.0	33.0	137.0	57.0	56.0	49.0	76.0	24.0
ENSGALG00000001055	ENSGALG00000001055	747.0	60.0	9.0	44.0	16.0	51.0	9.0	50.0	63.0
ENSGALG00000001056	ABHD11	10.0	16.0	16.0	15.0	14.0	11.0	8.0	14.0	18.0
ENSGALG00000001058	ARHGEF16	3.0	101.0	10.0	17.0	35.0	20.0	0.1	32.0	8.0
ENSGALG00000001062	GGT7	33.0	4.0	0.9	1.0	0.9	9.0	0.4	4.0	3.0
ENSGALG00000001067	TMEM57	35.0	106.0	37.0	40.0	21.0	96.0	58.0	90.0	53.0
ENSGALG00000001073	NR6A1	1.0	2.0	0.5	3.0	2.0	9.0	0.8	6.0	10.0
ENSGALG00000001076	LIMK1	17.0	8.0	1.0	5.0	10.0	8.0	0.6	28.0	3.0
ENSGALG00000001078	ENSGALG00000001078	0.1	3.0	0.2	0.6		0.2		0.1	317.0
ENSGALG00000001079	WNT3									1.0
ENSGALG00000001080	NR5A1	0.1					0.1		26.0	7.0
ENSGALG00000001081	TTC34	0.2			0.1		0.3			24.0
ENSGALG00000001084	ATP8B3	0.2	2.0	0.4	0.7	0.8	3.0	0.3	2.0	2.0
ENSGALG00000001091	C1orf116	0.7	73.0	52.0	29.0	121.0	42.0	0.4	7.0	0.5
ENSGALG00000001093	TCF3	25.0	43.0	15.0	23.0	21.0	181.0	6.0	90.0	31.0
ENSGALG00000001094	ADGRD2	5.0	1.0		0.4	0.1	1.0		6.0	5.0
ENSGALG00000001096	ENSGALG00000001096	322.0	279.0	985.0	299.0	398.0	109.0	1086.0	131.0	263.0
ENSGALG00000001097	WNT9B				0.1					
ENSGALG00000001099	ENSGALG00000001099	16.0	27.0	10.0	18.0	10.0	27.0	12.0	47.0	67.0
ENSGALG00000001101	MBD3	30.0	12.0	2.0	9.0	6.0	13.0	1.0	15.0	33.0
ENSGALG00000001103	cpsmb7	129.0	189.0	146.0	158.0	151.0	141.0	157.0	147.0	231.0
ENSGALG00000001106	ENSGALG00000001106	20.0	23.0	6.0	7.0	4.0	28.0	0.5	19.0	460.0
ENSGALG00000001107	ENSGALG00000001107	13.0	35.0	5.0	18.0	12.0	35.0	4.0	41.0	11.0
ENSGALG00000001108	MIER2	20.0	24.0	7.0	11.0	9.0	21.0	4.0	33.0	82.0
ENSGALG00000001109	GTSF1	40.0	12.0	6.0	7.0	8.0	7.0	5.0	6.0	360.0
ENSGALG00000001110	ENSGALG00000001110	7.0	17.0	7.0	18.0	11.0	23.0	7.0	27.0	34.0
ENSGALG00000001111	DNAH9	0.6	0.4	0.1	0.4		0.7	0.4	1.0	20.0
ENSGALG00000001115	MMEL1	0.4	0.2	2.0	2.0	0.8	12.0	2.0		1.0
ENSGALG00000001117	PFKFB2	24.0	31.0	12.0	16.0	16.0	22.0	3.0	14.0	26.0
ENSGALG00000001118	NEK6	17.0	73.0	16.0	34.0	14.0	54.0	18.0	136.0	21.0
ENSGALG00000001121	SH3GL1	189.0	80.0	19.0	68.0	57.0	123.0	13.0	113.0	342.0
ENSGALG00000001122	CALN1	22.0					0.2			12.0
ENSGALG00000001124	LHX2	4.0	0.1		0.2	1.0				12.0
ENSGALG00000001126	CHAF1A	8.0	21.0	3.0	7.0	5.0	24.0	2.0	26.0	41.0
ENSGALG00000001130	GALNT17	556.0	4.0	0.7	6.0	0.7	19.0	0.7	12.0	24.0
ENSGALG00000001132	ENSGALG00000001132	10.0		0.1						
ENSGALG00000001136	ENSGALG00000001136	0.4	0.4	0.9	0.2	2.0	3.0	0.3	3.0	7.0
ENSGALG00000001141	HES5	0.8			0.1					
ENSGALG00000001143	ETS1	12.0	98.0	20.0	41.0	37.0	238.0	6.0	612.0	5.0
ENSGALG00000001144	ZNF346	47.0	34.0	10.0	21.0	7.0	40.0	6.0	22.0	223.0
ENSGALG00000001146	UBXN6	25.0	29.0	15.0	23.0	13.0	34.0	14.0	32.0	198.0
ENSGALG00000001149	ADGRG5	0.3	8.0	0.5	2.0	2.0	5.0		32.0	0.5
ENSGALG00000001153	AUTS2	30.0	6.0	1.0	16.0	5.0	25.0	2.0	7.0	14.0
ENSGALG00000001156	RNF222	0.1					0.2			0.2
ENSGALG00000001157	DENND1A	16.0	18.0	3.0	13.0	5.0	20.0	8.0	34.0	53.0
ENSGALG00000001158	UIMC1	11.0	20.0	13.0	12.0	7.0	23.0	4.0	26.0	15.0
ENSGALG00000001160	DOK4	49.0	8.0	1.0	5.0	4.0	32.0	0.9	8.0	1.0
ENSGALG00000001161	FLI1	6.0	37.0	14.0	12.0	13.0	143.0	7.0	152.0	3.0
ENSGALG00000001163	NDEL1	49.0	25.0	14.0	11.0	7.0	52.0	11.0	30.0	29.0
ENSGALG00000001165	PANK4	12.0	15.0	8.0	10.0	5.0	14.0	13.0	20.0	125.0
ENSGALG00000001167	KCNJ1				56.0					
ENSGALG00000001168	POLR2C	66.0	85.0	58.0	86.0	57.0	119.0	50.0	117.0	78.0
ENSGALG00000001169	CRB2	0.6	0.2	0.1	1.0		9.0		0.5	6.0
ENSGALG00000001171	Sema6B	40.0	1.0	10.0	0.2	4.0	4.0	2.0	1.0	0.4
ENSGALG00000001172	ENSGALG00000001172	33.0	13.0		2.0	2.0	1.0		0.5	2.0
ENSGALG00000001174	RCC1L	7.0	18.0	7.0	16.0	12.0	17.0	4.0	23.0	24.0
ENSGALG00000001175	ENSGALG00000001175	12.0	74.0	16.0	76.0	32.0	194.0	29.0	108.0	14.0
ENSGALG00000001177	ENSGALG00000001177	15.0	17.0	60.0	12.0	2.0	87.0	23.0	6.0	6.0
ENSGALG00000001181	KCNJ5	4.0	4.0	1.0	1.0	0.5	7.0	5.0	4.0	26.0
ENSGALG00000001182	NCOA6	6.0	28.0	4.0	19.0	8.0	30.0	3.0	47.0	43.0
ENSGALG00000001183	ENSGALG00000001183	57.0	86.0	32.0	50.0	33.0	70.0	19.0	32.0	27.0
ENSGALG00000001184	COQ9	40.0	83.0	262.0	89.0	94.0	32.0	257.0	41.0	54.0
ENSGALG00000001189	NCF1	3.0	22.0	0.7	3.0	12.0	15.0	0.5	52.0	3.0
ENSGALG00000001191	MEOX1	0.1	0.6		0.1	5.0		0.1	5.0	0.1
ENSGALG00000001201	GFOD2	65.0	29.0	15.0	12.0	9.0	75.0	10.0	39.0	46.0
ENSGALG00000001203	TMEM45B	0.1	145.0		52.0	0.2	8.0			
ENSGALG00000001204	ENKD1	11.0	11.0	6.0	13.0	9.0	11.0	4.0	11.0	61.0
ENSGALG00000001206	ENSGALG00000001206	0.6	5.0	1.0	3.0	12.0	0.9	0.5	1.0	1.0
ENSGALG00000001207	PLCH2	1.0	16.0	0.1	4.0	2.0	1.0		0.7	9.0
ENSGALG00000001209	ENSGALG00000001209	12.0	16.0	22.0	13.0	8.0	16.0	51.0	11.0	114.0
ENSGALG00000001214	PARD6A	4.0	0.8	0.4	0.8	0.5	1.0		0.5	20.0
ENSGALG00000001219	PIGU	16.0	22.0	6.0	14.0	13.0	21.0	8.0	28.0	57.0
ENSGALG00000001220	HERPUD1	18.0	78.0	17.0	55.0	91.0	97.0	6.0	157.0	116.0
ENSGALG00000001223	PEX10	20.0	31.0	16.0	21.0	16.0	20.0	18.0	22.0	38.0
ENSGALG00000001225	RABGAP1	31.0	28.0	6.0	20.0	7.0	72.0	7.0	59.0	89.0
ENSGALG00000001229	SKI	15.0	24.0	1.0	16.0	4.0	33.0	1.0	25.0	16.0
ENSGALG00000001231	SAMHD1	5.0	63.0	5.0	5.0	5.0	126.0	6.0	67.0	11.0
ENSGALG00000001234	CETP	0.2	1.0	2.0	3.0	108.0	2.0	29.0	28.0	1.0
ENSGALG00000001235	ENSGALG00000001235	2.0			0.3					2.0
ENSGALG00000001238	STX8	15.0	38.0	12.0	20.0	12.0	36.0	7.0	39.0	23.0
ENSGALG00000001239	SLC26A2	0.3	7.0	0.2	5.0	4.0	5.0	0.1	8.0	3.0
ENSGALG00000001242	ENSGALG00000001242	9.0	9.0	20.0	10.0	19.0	12.0	8.0	10.0	3.0
ENSGALG00000001244	ENSGALG00000001244	0.1	75.0		146.0	0.1	1.0		0.2	1.0
ENSGALG00000001245	SIRT6	26.0	34.0	14.0	15.0	12.0	33.0	6.0	39.0	37.0
ENSGALG00000001250	ENSGALG00000001250	894.0	352.0	52.0	620.0	118.0	994.0	25.0	244.0	367.0
ENSGALG00000001252	CREB3L3	0.7	0.5	0.2	54.0	68.0	0.2	0.3	0.2	1.0
ENSGALG00000001253	RC3H2	9.0	7.0	0.6	7.0	2.0	8.0	16.0	20.0	30.0
ENSGALG00000001256	NLRC5	0.3	26.0	1.0	14.0	6.0	24.0	5.0	48.0	4.0
ENSGALG00000001258	NUMA1	29.0	77.0	39.0	52.0	46.0	151.0	36.0	102.0	30.0
ENSGALG00000001261	CFAP52	13.0	4.0	0.1	4.0	0.1	1.0		0.4	311.0
ENSGALG00000001262	CLIC4	34.0	236.0	48.0	240.0	73.0	251.0	15.0	86.0	654.0
ENSGALG00000001263	GTF2IRD1	13.0	12.0	6.0	7.0	2.0	8.0	26.0	24.0	9.0
ENSGALG00000001264	PLXNA2	34.0	3.0	2.0	2.0	2.0	4.0	1.0	4.0	5.0
ENSGALG00000001267	ENSGALG00000001267	49.0	72.0	26.0	42.0	20.0	34.0	23.0	51.0	29.0
ENSGALG00000001270	PRKCZ	37.0	33.0	2.0	28.0	17.0	21.0	2.0	21.0	35.0
ENSGALG00000001273	C2CD4C	10.0	2.0		0.2		2.0			
ENSGALG00000001275	PDCL	78.0	55.0	4.0	31.0	19.0	56.0	11.0	63.0	152.0
ENSGALG00000001276	HOXB9		48.0		118.0			15.0		0.7
ENSGALG00000001279	ZNF652	25.0	62.0	12.0	33.0	21.0	82.0	15.0	84.0	19.0
ENSGALG00000001282	GABRD	84.0			0.1	0.1		0.3	0.5	1.0
ENSGALG00000001283	SRRM1	106.0	155.0	32.0	83.0	51.0	208.0	41.0	246.0	141.0
ENSGALG00000001288	CFAP74	7.0	0.7	0.1	0.7		0.2	0.1	0.1	85.0
ENSGALG00000001289	SHC2	10.0	2.0	0.6	0.5	0.9	2.0	0.1	0.9	0.5
ENSGALG00000001299	ENSGALG00000001299	6.0	0.3	0.9	0.1	0.2	0.3		0.3	4.0
ENSGALG00000001304	ENSGALG00000001304	4.0	3.0	16.0	1.0	1.0	2.0	42.0	3.0	4.0
ENSGALG00000001306	NFRKB	13.0	16.0	2.0	19.0	7.0	15.0	4.0	24.0	43.0
ENSGALG00000001309	SNF8	23.0	42.0	42.0	37.0	15.0	41.0	33.0	45.0	35.0
ENSGALG00000001310	ENSGALG00000001310	8.0	11.0	11.0	15.0	11.0	10.0	19.0	22.0	16.0
ENSGALG00000001311	ENSGALG00000001311	24.0	2.0	0.1	23.0	0.1	0.7	0.1		3.0
ENSGALG00000001313	EIF4H	222.0	225.0	65.0	159.0	107.0	300.0	74.0	299.0	206.0
ENSGALG00000001314	PTGS1	11.0	22.0	5.0	1.0	1.0	22.0	2.0	21.0	2.0
ENSGALG00000001315	UBE2Z	17.0	45.0	5.0	13.0	11.0	45.0	6.0	38.0	79.0
ENSGALG00000001316	CPNE2	74.0	57.0	6.0	16.0	6.0	35.0	2.0	36.0	161.0
ENSGALG00000001317	ENSGALG00000001317	104.0	38.0	16.0	36.0	22.0	49.0	13.0	46.0	104.0
ENSGALG00000001319	CAMK1G	88.0		0.2	0.1		0.2		2.0	7.0
ENSGALG00000001320	ENSGALG00000001320				58.0	665.0	0.5		0.1	5.0
ENSGALG00000001325	ENSGALG00000001325	0.1	0.9		2.0	113.0	2.0		0.2	6.0
ENSGALG00000001328	BSG	183.0	216.0	462.0	305.0	278.0	418.0	101.0	186.0	48.0
ENSGALG00000001329	EPB41	9.0	40.0	9.0	30.0	27.0	285.0	8.0	135.0	24.0
ENSGALG00000001330	ATP5G1	127.0	197.0	750.0	294.0	237.0	55.0	428.0	48.0	25.0
ENSGALG00000001331	ST14	12.0	226.0	2.0	155.0	40.0	50.0	2.0	29.0	13.0
ENSGALG00000001332	RBL1	2.0	13.0	0.4	2.0	2.0	14.0	0.8	20.0	9.0
ENSGALG00000001333	MRRF	11.0	20.0	14.0	13.0	7.0	13.0	8.0	18.0	26.0
ENSGALG00000001334	GNB1	494.0	289.0	34.0	154.0	71.0	361.0	31.0	304.0	98.0
ENSGALG00000001335	ENSGALG00000001335	56.0	103.0	23.0	53.0	53.0	93.0	34.0	102.0	78.0
ENSGALG00000001341	ZBTB44	6.0	5.0	2.0	5.0	2.0	22.0	11.0	17.0	15.0
ENSGALG00000001342	HCN2	34.0	1.0	0.8	0.5	0.2	3.0	0.1	1.0	2.0
ENSGALG00000001343	LAMB3	0.2	26.0	16.0		5.0	11.0	0.2	0.6	3.0
ENSGALG00000001347	LHX6	6.0	0.5	2.0	0.3	0.1	2.0		1.0	0.5
ENSGALG00000001348	TEKT3	0.8	4.0	0.4	0.7	0.1	0.8	0.6	0.8	494.0
ENSGALG00000001350	RSPRY1	11.0	55.0	3.0	17.0	8.0	45.0	2.0	66.0	39.0
ENSGALG00000001362	CLK3	26.0	51.0	19.0	25.0	15.0	52.0	21.0	134.0	79.0
ENSGALG00000001363	MYBBP1A	11.0	26.0	8.0	19.0	13.0	22.0	10.0	51.0	24.0
ENSGALG00000001364	CSNK1A1	152.0	272.0	57.0	157.0	88.0	222.0	57.0	240.0	374.0
ENSGALG00000001366	CASP9	17.0	34.0	4.0	20.0	18.0	20.0	0.9	44.0	21.0
ENSGALG00000001369	ENSGALG00000001369	0.7	169.0	0.4	127.0	470.0	3.0	0.3	7.0	0.1
ENSGALG00000001370	ADAMTS8	8.0	6.0	12.0	4.0	0.5	40.0	4.0	5.0	1.0
ENSGALG00000001371	ENSGALG00000001371	0.8	1.0	0.4	4.0	74.0	0.9		9.0	2.0
ENSGALG00000001373	TRAF3IP3	1.0	54.0	7.0	8.0	18.0	61.0	2.0	259.0	0.8
ENSGALG00000001374	SLC35E2B	38.0	48.0	6.0	26.0	94.0	53.0	5.0	84.0	40.0
ENSGALG00000001375	COX10	9.0	27.0	24.0	24.0	18.0	18.0	26.0	18.0	25.0
ENSGALG00000001376	ARID3B	9.0	19.0	8.0	25.0	12.0	31.0	4.0	45.0	430.0
ENSGALG00000001377	POLRMT	15.0	26.0	10.0	22.0	15.0	24.0	12.0	37.0	21.0
ENSGALG00000001378	C1orf74	8.0	12.0	7.0	17.0	8.0	6.0	2.0	13.0	24.0
ENSGALG00000001381	ENSGALG00000001381	356.0	110.0	47.0	125.0	52.0	162.0	42.0	79.0	383.0
ENSGALG00000001382	CDC2L1	32.0	78.0	35.0	40.0	52.0	116.0	25.0	106.0	121.0
ENSGALG00000001383	HTR4	4.0	22.0		4.0	0.2	1.0		2.0	0.6
ENSGALG00000001387	SPNS2	9.0	4.0	0.6	10.0	5.0	6.0	0.2	3.0	14.0
ENSGALG00000001389	TTLL11	19.0	5.0	0.9	4.0	2.0	6.0	2.0	8.0	17.0
ENSGALG00000001391	PLLP	22.0			0.2	0.2	0.2		0.4	0.1
ENSGALG00000001392	MMP23B	0.8	10.0	1.0	2.0	2.0	9.0	0.4	2.0	6.0
ENSGALG00000001394	UBL7	44.0	33.0	13.0	21.0	15.0	31.0	4.0	42.0	19.0
ENSGALG00000001405	IRF6	5.0	205.0	0.3	103.0	47.0	49.0	0.1	5.0	48.0
ENSGALG00000001407	ADAMTS15	2.0	14.0	13.0	0.3	3.0	47.0	2.0	3.0	6.0
ENSGALG00000001409	IL12B	0.2	0.3		0.4	3.0	0.2		3.0	3.0
ENSGALG00000001410	SPNS3	2.0	4.0	0.3	2.0	0.3	2.0	0.3	11.0	16.0
ENSGALG00000001412	SEMA7A	43.0	27.0	38.0	13.0	12.0	64.0	16.0	119.0	63.0
ENSGALG00000001416	ADRA1B	0.5	10.0	0.1	39.0	153.0	0.6	0.3	28.0	1.0
ENSGALG00000001418	GUCA1B						0.1			8.0
ENSGALG00000001419	DAB2IP	18.0	49.0	4.0	24.0	13.0	121.0	9.0	31.0	69.0
ENSGALG00000001420	RALGAPB	18.0	29.0	3.0	21.0	13.0	41.0	4.0	59.0	18.0
ENSGALG00000001425	SNX19	25.0	9.0	4.0	8.0	5.0	12.0	1.0	12.0	19.0
ENSGALG00000001428	EFHD1	56.0	194.0	26.0	122.0	60.0	149.0	6.0	212.0	13.0
ENSGALG00000001429	TTC1	37.0	34.0	22.0	18.0	12.0	28.0	24.0	30.0	36.0
ENSGALG00000001431	GUCA1A		0.3		0.8	0.7				3.0
ENSGALG00000001433	B3GNTL1	3.0	14.0	2.0	5.0	2.0	8.0	0.4	28.0	8.0
ENSGALG00000001434	STOM	5.0	264.0	24.0	193.0	93.0	372.0	20.0	151.0	235.0
ENSGALG00000001437	NTM	188.0	7.0	2.0	3.0	9.0	6.0	0.2	56.0	71.0
ENSGALG00000001439	RANBP10	24.0	32.0	22.0	31.0	64.0	34.0	31.0	32.0	215.0
ENSGALG00000001440	ACTL9		1.0	0.2	0.5					296.0
ENSGALG00000001441	UBE2G1	51.0	91.0	42.0	43.0	43.0	100.0	120.0	90.0	30.0
